잊다1|to forget|이름을 잊다|to forget a name|약속을 잊다|to forget an appointment
여기요|excuse me|여기요, 주문할게요|excuse me, I'll order|여기요, 계산해 주세요|excuse me, please give me the bill
아무것|nothing|아무것도 없다|there's nothing|아무것도 모르다|to know nothing
반11|class|우리 반|our class|반 친구들|classmates
한복|hanbok|한복을 입다|to wear hanbok|예쁜 한복|beautiful hanbok
직원3|employee|회사 직원|company employee|직원을 채용하다|to hire employees
텔레비전|television|텔레비전을 보다|to watch television|텔레비전을 켜다|to turn on television
호텔|hotel|호텔에 머물다|to stay at hotel|고급 호텔|luxury hotel
올라오다|to come up|위로 올라오다|to come up|계단을 올라오다|to come up stairs
씻다|to wash|손을 씻다|to wash hands|얼굴을 씻다|to wash face
상품권|gift certificate|상품권을 주다|to give gift certificate|상품권으로 구매하다|to purchase with gift certificate
풀다|to solve|문제를 풀다|to solve a problem|실을 풀다|to untie thread
편지2|letter|편지를 쓰다|to write a letter|편지를 받다|to receive a letter
죄송합니다|I'm sorry|정말 죄송합니다|I'm really sorry|늦어서 죄송합니다|sorry for being late
발생하다|to occur|사고가 발생하다|an accident occurs|문제가 발생하다|a problem occurs
센티미터|centimeter|몇 센티미터|how many centimeters|센티미터로 측정하다|to measure in centimeters
근처|vicinity|학교 근처|near the school|집 근처에서|in the vicinity of home
서울|Seoul|서울에 살다|to live in Seoul|서울 시내|Seoul city center
팔1|arm|팔을 들다|to raise arm|팔이 아프다|arm hurts
코미디|comedy|코미디 영화|comedy movie|코미디를 보다|to watch comedy
당연히1|naturally|당연히 그렇다|naturally so|당연히 해야 한다|naturally should do
설명|explanation|설명을 듣다|to listen to an explanation|자세한 설명|detailed explanation
김치1|kimchi|김치를 담그다|to make kimchi|매운 김치|spicy kimchi
여성1|woman|젊은 여성|young woman|여성 화장실|women's restroom
세13|years old|열두 세|twelve years old|스무 세|twenty years old
숙제3|homework|숙제를 하다|to do homework|어려운 숙제|difficult homework
방식1|method|새로운 방식|new method|효과적인 방식|effective method
티브이|TV|티브이를 보다|to watch TV|티브이를 끄다|to turn off TV
일곱|seven|일곱 시|seven o'clock|일곱 명|seven people
관계5|relationship|좋은 관계|good relationship|인간관계|human relationships
봄1|spring|봄이 오다|spring comes|따뜻한 봄|warm spring
얇다|to be thin|얇은 옷|thin clothes|얇게 썰다|to slice thinly
멋있다|to be cool|멋있는 남자|cool man|멋있게 입다|to dress stylishly
낮다|to be low|낮은 목소리|low voice|키가 낮다|to be short
맛없다|to be tasteless|맛없는 음식|tasteless food|맛없게 요리하다|to cook poorly
챙기다|to take care of|건강을 챙기다|to take care of health|모자를 챙기다|to bring a hat
어깨1|shoulder|어깨가 아프다|shoulder hurts|어깨를 주무르다|to massage shoulders
다섯|five|다섯 시|five o'clock|다섯 개|five pieces
꺼내다|to take out|돈을 꺼내다|to take out money|가방에서 꺼내다|to take out from bag
부부3|married couple|젊은 부부|young couple|부부 싸움|marital fight
국가1|country|우리 국가|our country|선진 국가|developed country
예정2|plan|여행 예정|travel plan|예정대로|as planned
오래2|for a long time|오래 기다리다|to wait long|오래된 집|old house
좁다1|to be narrow|좁은 길|narrow road|방이 좁다|room is small
알려지다|to become known|널리 알려지다|to become widely known|유명해져 알려지다|to become known through fame
여행2|travel|해외 여행|overseas travel|여행을 가다|to go on a trip
점심|lunch|점심을 먹다|to eat lunch|점심시간|lunch time
결과2|result|시험 결과|test result|좋은 결과|good result
공1|ball|축구공|soccer ball|공을 던지다|to throw a ball
치다1|to hit|폭풍우가 치다|a storm hits|파도가 치다|waves crash
듯하다|to seem like|그런 듯하다|it seems so|좋은 듯하다|it seems good
오월1|May|오월 첫날|first day of May|오월에 가다|to go in May
학생증|student ID|학생증을 보여주다|to show student ID|학생증 발급|student ID issuance
본인|oneself|본인이 직접|personally|본인 확인|identity verification
쉬다3|to rest|편안히 쉬다|to rest comfortably|잠시 쉬다|to rest briefly
필통|pencil case|필통을 열다|to open pencil case|새 필통|new pencil case
이어지다|to be connected|길이 이어지다|the road continues|대화가 이어지다|conversation continues
과10|lesson|한국어 과|Korean lesson|첫 번째 과|first lesson
편의점|convenience store|편의점에서 사다|to buy at convenience store|편의점 알바|convenience store part-time job
멤버|member|팀 멤버|team member|새로운 멤버|new member
오빠|older brother|친오빠|real older brother|오빠야|hey brother
어떻게|how|어떻게 지내요|how are you doing|어떻게 왔어요|how did you come
완전히|completely|완전히 다르다|completely different|완전히 끝나다|to finish completely
즐겁다|to be enjoyable|즐거운 시간|enjoyable time|즐겁게 놀다|to play happily
두껍다|to be thick|두꺼운 책|thick book|두껍게 입다|to dress warmly
전체1|whole|전체 학생|all students|전체적으로|overall
사월2|April|사월 날씨|April weather|사월에 만나다|to meet in April
천천히|slowly|천천히 걷다|to walk slowly|천천히 말하다|to speak slowly
스스로|by oneself|스스로 하다|to do by oneself|스스로 결정하다|to decide for oneself
싸우다|to fight|친구와 싸우다|to fight with a friend|말로 싸우다|to argue verbally
고속버스|express bus|고속버스를 타다|to take an express bus|고속버스 터미널|express bus terminal
도착하다1|to arrive|공항에 도착하다|to arrive at the airport|시간에 도착했다|arrived on time
나중1|later|나중에 보자|see you later|나중에 할게요|I'll do it later
저기1|over there|저기 있어요|it's over there|저기서 기다려|wait over there
검찰|prosecution|검찰 수사|prosecution investigation|검찰청에 가다|to go to the prosecutor's office
며칠|a few days|며칠 후에|after a few days|며칠 동안|for a few days
약속|promise|약속을 지키다|to keep a promise|약속 시간|appointment time
인사1|personnel|인사부|personnel department|인사 담당자|personnel manager
작년|last year|작년 여름|last summer|작년에 갔어요|went last year
남동생|younger brother|남동생과 함께|together with younger brother|남동생이 왔다|younger brother came
여전히|still|여전히 바쁘다|still busy|여전히 기다려요|still waiting
쓰레기|garbage|쓰레기통|garbage can|쓰레기를 버리다|to throw away garbage
송이1|bunch|꽃 한 송이|one flower|장미 세 송이|three roses
당장2|right now|당장 해야 해|must do right now|당장 올 수 없어|can't come right now
고기1|meat|고기를 먹다|to eat meat|고기 요리|meat dish
제|my|제 이름은|my name is|제 친구예요|this is my friend
식4|ceremony|결혼식|wedding ceremony|졸업식|graduation ceremony
가져오다|to bring|책을 가져오다|to bring a book|우산을 가져왔다|brought an umbrella
배가|ship|배가 출발했다|the ship departed|큰 배|big ship
인간1|human|인간관계|human relationships|인간의 마음|human heart
남녀|men and women|남녀노소|all ages and genders|남녀 구별|gender distinction
택시|taxi|택시를 타다|to take a taxi|택시 기사|taxi driver
편하다|to be comfortable|편한 옷|comfortable clothes|편하게 앉다|to sit comfortably
구월2|September|구월에 시작해요|starts in September|구월 첫째 주|first week of September
고향에|to hometown|고향에 가다|to go to hometown|고향에서 왔어요|came from hometown
요3|about|이 정도 요|about this much|열 시 요|around ten o'clock
맑다1|to be clear|맑은 하늘|clear sky|물이 맑다|the water is clear
여동생|younger sister|여동생과 함께|together with younger sister|예쁜 여동생|pretty younger sister
컬러1|color|컬러 사진|color photo|컬러를 선택하다|to choose a color
유월1|June|유월 첫째 주|first week of June|유월에 졸업하다|to graduate in June
짬뽕|jjamppong|짬뽕 한 그릇|a bowl of jjamppong|짬뽕을 주문하다|to order jjamppong
관련|relation|업무 관련|work-related|관련 자료|related materials
허리1|waist|허리가 아프다|waist hurts|허리를 굽히다|to bend one's waist
날마다|every day|날마다 운동하다|to exercise every day|날마다 공부하다|to study every day
방금1|just now|방금 도착했다|just arrived|방금 전에|just a moment ago
새3|bird|새가 날다|bird flies|예쁜 새|pretty bird
가십시오|please go|집에 가십시오|please go home|먼저 가십시오|please go first
고|and|사과고 배|apples and pears|크고 예쁘다|big and pretty
대답하다|to answer|질문에 대답하다|to answer a question|빨리 대답하다|to answer quickly
극장|theater|영화 극장|movie theater|극장에 가다|to go to the theater
제발1|please|제발 도와주세요|please help me|제발 그만해|please stop
벗다|to take off|옷을 벗다|to take off clothes|신발을 벗다|to take off shoes
영화표|movie ticket|영화표를 사다|to buy a movie ticket|영화표 두 장|two movie tickets
형님|older brother|형님께 인사하다|to greet older brother|큰형님|eldest brother
돕다|to help|친구를 돕다|to help a friend|일을 돕다|to help with work
십만|one hundred thousand|십만 원|one hundred thousand won|십만 명|one hundred thousand people
촬영|filming|영화 촬영|movie filming|촬영을 시작하다|to start filming
사장15|company president|회사 사장|company president|사장님께 보고하다|to report to the president
오세요|please come|집에 오세요|please come home|빨리 오세요|please come quickly
왜냐하면|because|왜냐하면 바빠서|because I'm busy|왜냐하면 늦었어요|because it's late
삼월|March|삼월 첫째 주|first week of March|삼월에 졸업하다|to graduate in March
약속을|appointment|약속을 지키다|to keep a promise|약속을 잡다|to make an appointment
방송1|broadcast|방송을 하다|to broadcast|방송 프로그램|broadcast program
키1|height|키가 크다|to be tall|키를 재다|to measure height
닫다2|to close|문을 닫다|to close the door|가게를 닫다|to close the store
신음|groan|신음 소리|groaning sound|신음을 내다|to let out a groan
결혼하다|to marry|결혼을 하다|to get married|결혼식을 올리다|to hold a wedding
양말1|socks|양말을 신다|to put on socks|긴 양말|long socks
녀석|guy|저 녀석|that guy|못된 녀석|bad guy
누나1|older sister|우리 누나|my older sister|누나가 왔다|older sister came
끊다|to cut|전화를 끊다|to hang up|관계를 끊다|to cut ties
회장7|chairman|회장님께서|the chairman|학생회 회장|student council president
계시다|to be|집에 계시다|to be at home|어머니가 계시다|mother is here
백5|hundred|백 원|one hundred won|백 명|one hundred people
조13|clause|제일 조|article one|계약 조항|contract clause
그2|oh|그 참|oh my|그 그렇구나|oh I see
여보세요|hello|여보세요 거기|hello there|전화로 여보세요|hello on the phone
점점1|gradually|점점 좋아지다|to gradually improve|점점 커지다|to gradually grow
뜨겁다|to be hot|물이 뜨겁다|water is hot|뜨거운 커피|hot coffee
전화하다2|to call|집에 전화하다|to call home|친구에게 전화하다|to call a friend
바닥1|floor|바닥을 닦다|to clean the floor|바닥에 앉다|to sit on the floor
낮|daytime|낮에 일하다|to work during the day|낮이 길다|the day is long
잡지|magazine|패션 잡지|fashion magazine|잡지를 읽다|to read a magazine
거리1|street|큰 거리|main street|거리를 걷다|to walk the street
일찍|early|일찍 일어나다|to wake up early|일찍 가다|to go early
초밥|sushi|초밥을 먹다|to eat sushi|연어 초밥|salmon sushi
넘어가다1|to go over|다리를 넘어가다|to cross the bridge|다음 장으로 넘어가다|to go to the next chapter
오전2|morning|오전 회의|morning meeting|오전 시간|morning hours
코엑스|COEX|코엑스 몰|COEX Mall|코엑스에서 만나다|to meet at COEX
전국3|nationwide|전국 방송|nationwide broadcast|전국에서 온다|to come from all over the country
가게|store|작은 가게|small store|가게를 열다|to open a store
늦게|late|늦게 일어나다|to wake up late|늦게 도착하다|to arrive late
총3|gun|총을 쏘다|to shoot a gun|총 소리|gunshot sound
인사2|personnel|인사 담당자|personnel manager|인사 발령|personnel appointment
구두1|leather shoes|구두를 신다|to wear leather shoes|검은 구두|black leather shoes
아무리|no matter how|아무리 해도|no matter what you do|아무리 바빠도|no matter how busy
소금1|salt|소금을 넣다|to add salt|소금 간|salt seasoning
종업원|employee|레스토랑 종업원|restaurant employee|종업원을 채용하다|to hire employees
검사2|prosecutor|검사가 되다|to become a prosecutor|검사 사무실|prosecutor's office
그래3|so|그래서 왔어|so I came|그래 맞아|that's right
민박|homestay|민박집|homestay house|민박을 하다|to stay at a homestay
국내2|domestic|국내 여행|domestic travel|국내 시장|domestic market
목1|neck|목이 아프다|to have a sore neck|목을 돌리다|to turn one's neck
우체국|post office|우체국에 가다|to go to the post office|우체국 직원|post office worker
잘못|mistake|내 잘못이다|it's my mistake|잘못을 인정하다|to admit a mistake
한글1|Hangeul|한글을 배우다|to learn Hangeul|한글 교육|Hangeul education
고르다1|to choose|색깔을 고르다|to choose a color|신중히 고르다|to choose carefully
넘다1|to exceed|시간을 넘다|to exceed the time|한계를 넘다|to exceed limits
매일|daily|매일 운동하다|to exercise daily|매일 아침|every morning
크리스마스|Christmas|크리스마스 선물|Christmas present|크리스마스 파티|Christmas party
예전1|the past|예전보다 좋다|better than before|예전 친구|old friend
