엄청나다|to be tremendous|엄청난 일|tremendous work|엄청나게 크다|to be tremendously big
층2|floor|이 층|second floor|몇 층|which floor
등산하다|to hike|산에 등산하다|to hike in the mountains|등산을 좋아하다|to like hiking
월2|month|이번 월|this month|몇 월|which month
식사3|meal|식사를 하다|to have a meal|아침 식사|breakfast
안녕히|peacefully|안녕히 가세요|go well|안녕히 계세요|stay well
길을|street|길을 건너다|to cross the street|길을 잃다|to lose one's way
북한|North Korea|북한 지역|North Korean region|북한과 남한|North Korea and South Korea
안다1|to know|잘 안다|to know well|안다고 생각하다|to think one knows
지하도|underground passage|지하도를 통과하다|to pass through the underpass|지하도 입구|underpass entrance
알리다|to inform|소식을 알리다|to inform of news|미리 알리다|to notify in advance
잊다1|to forget|이름을 잊다|to forget a name|잊지 말다|don't forget
여기요|excuse me|여기요, 주문할게요|excuse me, I'll order|여기요, 계산해 주세요|excuse me, please give me the bill
아무것|nothing|아무것도 없다|there's nothing|아무것도 모르다|to know nothing
반11|class|우리 반|our class|반 친구들|classmates
한복|hanbok|한복을 입다|to wear hanbok|예쁜 한복|beautiful hanbok
직원3|employee|회사 직원|company employee|직원 교육|employee training
텔레비전|television|텔레비전을 보다|to watch television|텔레비전 프로그램|television program
호텔|hotel|호텔 예약|hotel reservation|호텔에 머물다|to stay at a hotel
올라오다|to come up|위로 올라오다|to come up|계단을 올라오다|to come up the stairs
씻다|to wash|손을 씻다|to wash hands|얼굴을 씻다|to wash face
상품권|gift certificate|상품권을 주다|to give a gift certificate|백화점 상품권|department store gift certificate
풀다|to solve|문제를 풀다|to solve a problem|매듭을 풀다|to untie a knot
편지2|letter|편지를 쓰다|to write a letter|편지를 받다|to receive a letter
죄송합니다|I'm sorry|정말 죄송합니다|I'm really sorry|죄송합니다만|I'm sorry, but
발생하다|to occur|사고가 발생하다|an accident occurs|문제가 발생하다|a problem arises
센티미터|centimeter|몇 센티미터|how many centimeters|센티미터로 재다|to measure in centimeters
근처|vicinity|학교 근처|near the school|집 근처에서|near home
서울|Seoul|서울에 살다|to live in Seoul|서울 시내|downtown Seoul
팔1|arm|팔을 들다|to raise one's arm|팔이 아프다|arm hurts
코미디|comedy|코미디 영화|comedy movie|코미디 프로그램|comedy program
당연히1|naturally|당연히 그렇다|naturally so|당연히 해야 한다|naturally should do
설명|explanation|자세한 설명|detailed explanation|설명을 듣다|to listen to an explanation
김치1|kimchi|김치를 담그다|to make kimchi|매운 김치|spicy kimchi
여성1|woman|젊은 여성|young woman|여성 의류|women's clothing
세13|years old|열 세|thirteen years old|스무 세|twenty years old
숙제3|homework|숙제를 하다|to do homework|어려운 숙제|difficult homework
방식1|method|새로운 방식|new method|교육 방식|teaching method
티브이|TV|티브이를 보다|to watch TV|티브이를 켜다|to turn on the TV
일곱|seven|일곱 시|seven o'clock|일곱 명|seven people
관계5|relationship|좋은 관계|good relationship|인간 관계|human relationships
봄1|spring|따뜻한 봄|warm spring|봄이 오다|spring comes
얇다|to be thin|얇은 종이|thin paper|얇게 썰다|to slice thinly
멋있다|to be cool|멋있는 남자|cool man|정말 멋있어요|really cool
낮다|to be low|낮은 목소리|low voice|가격이 낮다|the price is low
맛없다|to be tasteless|맛없는 음식|tasteless food|너무 맛없어요|it tastes really bad
챙기다|to take care of|건강을 챙기다|to take care of health|모자를 챙기다|to bring a hat
어깨1|shoulder|넓은 어깨|broad shoulders|어깨가 아프다|shoulders hurt
다섯|five|다섯 시|five o'clock|다섯 개|five pieces
꺼내다|to take out|지갑을 꺼내다|to take out wallet|책을 꺼내다|to take out a book
부부3|married couple|신혼 부부|newlywed couple|부부 싸움|marital fight
국가1|country|우리 국가|our country|선진 국가|developed country
예정2|plan|여행 예정|travel plan|예정대로 하다|to do as planned
오래2|for a long time|오래 기다리다|to wait for a long time|오래된 집|old house
좁다1|to be narrow|좁은 길|narrow road|방이 좁다|the room is narrow
알려지다|to become known|널리 알려지다|to become widely known|유명해져 알려지다|to become known through fame
여행2|travel|해외 여행|overseas travel|여행을 가다|to go on a trip
점심|lunch|점심을 먹다|to eat lunch|점심시간|lunch time
결과2|result|시험 결과|test result|결과를 발표하다|to announce the result
공1|ball|축구공|soccer ball|공을 던지다|to throw a ball
치다1|to hit|폭풍우가 치다|a storm hits|파도가 치다|waves crash
듯하다|to seem like|그런 듯하다|it seems like that|알 듯하다|seem to know
오월1|May|오월에|in May|오월 첫째 주|first week of May
학생증|student ID|학생증을 보여주다|to show student ID|학생증 발급|student ID issuance
본인|oneself|본인 확인|identity verification|본인이 직접|personally by oneself
쉬다3|to rest|편안히 쉬다|to rest comfortably|잠깐 쉬다|to rest briefly
필통|pencil case|필통을 열다|to open pencil case|새 필통|new pencil case
이어지다|to be connected|길이 이어지다|the road continues|대화가 이어지다|conversation continues
과10|lesson|한국어 과|Korean lesson|다음 과|next lesson
편의점|convenience store|편의점에서 사다|to buy at convenience store|24시간 편의점|24-hour convenience store
멤버|member|팀 멤버|team member|새로운 멤버|new member
오빠|older brother|친오빠|real older brother|오빠야|hey brother
어떻게|how|어떻게 지내세요|how are you|어떻게 왔어요|how did you come
완전히|completely|완전히 다르다|completely different|완전히 끝나다|to end completely
즐겁다|to be enjoyable|즐거운 시간|enjoyable time|즐겁게 놀다|to have fun
두껍다|to be thick|두꺼운 책|thick book|두껍게 입다|to dress warmly
전체1|whole|전체 학생|all students|전체적으로|overall
사월2|April|사월에|in April|사월 날씨|April weather
천천히|slowly|천천히 걷다|to walk slowly|천천히 말하다|to speak slowly
스스로|by oneself|스스로 하다|to do by oneself|스스로 결정하다|to decide by oneself
싸우다|to fight|친구와 싸우다|to fight with friend|말로 싸우다|to argue verbally
고속버스|express bus|고속버스 터미널|express bus terminal|고속버스를 타다|to take express bus
도착하다1|to arrive|공항에 도착하다|to arrive at the airport|시간에 도착했다|arrived on time
나중1|later|나중에 보자|see you later|나중에 하다|to do later
저기1|over there|저기 봐|look over there|저기 있어요|it's over there
검찰|prosecution|검찰 수사|prosecution investigation|검찰청에서|at the prosecutor's office
며칠|a few days|며칠 전|a few days ago|며칠 동안|for a few days
약속|promise|약속을 지키다|to keep a promise|약속 시간|appointment time
인사1|greeting|인사를 하다|to greet|새해 인사|New Year's greeting
작년|last year|작년 여름|last summer|작년에 갔다|went last year
남동생|younger brother|남동생이 있다|to have a younger brother|남동생과 함께|together with younger brother
여전히|still|여전히 바쁘다|still busy|여전히 좋아해요|still like it
쓰레기|trash|쓰레기를 버리다|to throw away trash|쓰레기통에|in the trash can
송이1|bunch|꽃 한 송이|one flower|장미 한 송이|one rose
당장2|right now|당장 와|come right now|당장 필요해요|need it right now
고기1|meat|고기를 먹다|to eat meat|고기 요리|meat dish
제|my|제 이름은|my name is|제 생각에는|in my opinion
식4|style|한국식으로|Korean style|서양식 음식|Western-style food
가져오다|to bring|책을 가져오다|to bring a book|우산을 가져와|bring an umbrella
배가|ship|배가 떠나다|the ship departs|큰 배|big ship
인간1|human|인간관계|human relationships|인간의 마음|human heart
남녀|men and women|남녀노소|men and women of all ages|남녀 구분|gender distinction
택시|taxi|택시를 타다|to take a taxi|택시 기사|taxi driver
편하다|to be comfortable|편한 옷|comfortable clothes|편하게 앉다|to sit comfortably
구월2|September|구월에 시작|starting in September|구월 날씨|September weather
고향에|to hometown|고향에 가다|to go to hometown|고향에서 왔다|came from hometown
요3|around|집 근방|around the house|학교 요 근처|around the school area
맑다1|to be clear|맑은 하늘|clear sky|물이 맑다|the water is clear
여동생|younger sister|내 여동생|my younger sister|여동생과 함께|together with younger sister
컬러1|color|컬러 사진|color photo|컬러를 선택하다|to choose a color
유월1|June|유월에 졸업|graduate in June|유월 날씨|June weather
짬뽕|jjamppong|짬뽕 한 그릇|a bowl of jjamppong|짬뽕을 주문하다|to order jjamppong
관련|relation|업무 관련|work-related|관련 자료|related materials
허리1|waist|허리가 아프다|waist hurts|허리를 굽히다|to bend one's waist
날마다|every day|날마다 운동하다|to exercise every day|날마다 만나다|to meet every day
방금1|just now|방금 왔어요|just came|방금 전에|just before
새3|bird|새가 날다|bird flies|새를 보다|to see a bird
가십시오|please go|집에 가십시오|please go home|먼저 가십시오|please go first
고|and|빵고 우유|bread and milk|크고 예쁘다|big and pretty
대답하다|to answer|질문에 대답하다|to answer a question|대답을 하다|to give an answer
극장|theater|영화 극장|movie theater|극장에 가다|to go to the theater
제발1|please|제발 도와주세요|please help me|제발 그만해|please stop
벗다|to take off|옷을 벗다|to take off clothes|신발을 벗다|to take off shoes
영화표|movie ticket|영화표를 사다|to buy a movie ticket|영화표 두 장|two movie tickets
형님|older brother|큰형님|eldest brother|형님께 인사|greetings to older brother
돕다|to help|친구를 돕다|to help a friend|일을 돕다|to help with work
십만|one hundred thousand|십만 원|one hundred thousand won|십만 명|one hundred thousand people
촬영|filming|영화 촬영|movie filming|촬영을 시작하다|to start filming
사장15|company president|회사 사장|company president|사장님께 보고|report to the president
오세요|please come|집에 오세요|please come home|빨리 오세요|please come quickly
왜냐하면|because|왜냐하면 바쁘다|because I'm busy|왜냐하면 비가 와서|because it's raining
삼월|March|삼월에 입학|enter school in March|삼월 날씨|March weather
약속을|appointment|약속을 잡다|to make an appointment|약속을 지키다|to keep a promise
방송1|broadcast|텔레비전 방송|television broadcast|방송을 보다|to watch a broadcast
키1|height|키가 크다|to be tall|키를 재다|to measure height
닫다2|to close|문을 닫다|to close the door|가게를 닫다|to close the store
신음|groan|신음 소리|groaning sound|신음을 내다|to let out a groan
결혼하다|to marry|결혼을 하다|to get married|결혼식을 올리다|to hold a wedding
양말1|socks|양말을 신다|to put on socks|양말 한 켤레|a pair of socks
녀석|guy|이 녀석|this guy|못된 녀석|bad guy
누나1|older sister|누나가 있다|to have an older sister|누나와 함께|together with older sister
끊다|to cut|전화를 끊다|to hang up the phone|줄을 끊다|to cut the rope
회장7|chairman|회사 회장|company chairman|회장님께서|the chairman
계시다|to be|집에 계시다|to be at home|어디 계세요|where are you
백5|hundred|백 원|one hundred won|백 명|one hundred people
조13|article|법률 조항|legal article|제1조|article 1
그2|well|그 참|well really|그 글쎄|well you see
여보세요|hello|전화 여보세요|hello on phone|여보세요 누구세요|hello who is this
점점1|gradually|점점 좋아지다|to gradually improve|점점 더|more and more
뜨겁다|to be hot|물이 뜨겁다|the water is hot|뜨거운 커피|hot coffee
전화하다2|to call|친구에게 전화하다|to call a friend|전화를 하다|to make a phone call
바닥1|floor|바닥을 청소하다|to clean the floor|바닥에 앉다|to sit on the floor
낮|day|낮과 밤|day and night|낮에 일하다|to work during the day
잡지|magazine|패션 잡지|fashion magazine|잡지를 읽다|to read a magazine
거리1|street|큰 거리|main street|거리를 걷다|to walk the street
일찍|early|일찍 일어나다|to wake up early|일찍 자다|to sleep early
초밥|sushi|초밥을 먹다|to eat sushi|초밥 집|sushi restaurant
넘어가다1|to go over|다리를 넘어가다|to cross the bridge|산을 넘어가다|to go over the mountain
오전2|morning|오전 회의|morning meeting|오전 10시|10 AM
코엑스|COEX|코엑스 몰|COEX Mall|코엑스에서 만나다|to meet at COEX
전국3|nationwide|전국 방송|nationwide broadcast|전국 대회|national competition
가게|store|작은 가게|small store|가게를 열다|to open a store
늦게|late|늦게 일어나다|to wake up late|늦게 도착하다|to arrive late
총3|gun|총을 쏘다|to shoot a gun|총 소리|gunshot sound
인사2|personnel|인사부|personnel department|인사 담당자|HR manager
구두1|leather shoes|검은 구두|black leather shoes|구두를 신다|to wear leather shoes
아무리|no matter how|아무리 해도|no matter what you do|아무리 바빠도|no matter how busy
소금1|salt|소금을 넣다|to add salt|소금 간|salt seasoning
종업원|employee|식당 종업원|restaurant employee|종업원을 고용하다|to hire employees
검사2|prosecutor|검사가 되다|to become a prosecutor|검사 사무실|prosecutor's office
그래3|so|그래서 왔어요|so I came|그래 맞아|yes, that's right
민박|homestay|민박집|homestay house|민박을 하다|to stay at a homestay
국내2|domestic|국내 여행|domestic travel|국내 시장|domestic market
목1|neck|목이 아프다|neck hurts|목을 돌리다|to turn one's neck
우체국|post office|우체국에 가다|to go to the post office|우체국 직원|post office worker
잘못|mistake|잘못된 답|wrong answer|잘못을 인정하다|to admit a mistake
한글1|Hangeul|한글을 배우다|to learn Hangeul|한글 자음|Hangeul consonants
고르다1|to choose|색깔을 고르다|to choose a color|신중히 고르다|to choose carefully
넘다1|to cross|강을 넘다|to cross a river|선을 넘다|to cross the line
매일|every day|매일 운동하다|to exercise every day|매일 아침|every morning
크리스마스|Christmas|크리스마스 선물|Christmas present|크리스마스 파티|Christmas party
예전1|the past|예전 친구|old friend|예전보다 좋다|better than before
