Index|순위|단어|품사|풀이|등급
3086||이렇게|불|이러하게|B
3087||인천공항|고|仁川空港|B
3088||저렇게|불|저러하게|B
3089||전라도|고|全羅道|B
3090||종로|고|鍾路|B
3091||충청도|고|忠淸道|B
3092||파리|고|Paris|B
3093||한라산|고|漢拏山|B
3094|69|그녀|대|-女|C
3095|79|그러다|동||C
3096|136|정부08|명|政府|C
3097|180|새롭다|형||C
3098|188|과정03|명|過程|C
3099|189|삶|명||C
3100|236|생명|명|生命|C
3101|244|사건01|명|事件|C
3102|262|작품01|명|作品|C
3103|263|상황02|명|狀況|C
3104|268|따라서|부||C
3105|269|상태01|명|狀態|C
3106|271|당시02|명|當時|C
3107|273|더욱|부||C
3108|279|채09|의|옷을 입은 ~로|C
3109|280|현실02|명|現實|C
3110|292|기업01|명|企業|C
3111|300|선거04|명|選擧|C
3112|325|현상04|명|現象|C
3113|337|듯01|의||C
3114|347|듯하다|보||C
3115|350|구조08|명|構造|C
3116|355|오히려|부||C
3117|360|남01|명||C
3118|374|의식03|명|意識|C
3119|388|알아보다|동||C
3120|392|산업|명|産業|C
3121|421|형태|명|形態|C
3122|424|작업01|명|作業|C
3123|434|바03|의||C
3124|442|시13|명|詩|C
3125|448|비하다|동|比-|C
3126|449|기관11|명|機關|C
3127|450|입장04|명|立場|C
3128|451|만하다|보||C
3129|454|방식01|명|方式|C
3130|455|영향04|명|影響|C
3131|463|내09|의|內|C
3132|471|단계03|명|段階|C
3133|472|올리다01|동||C
3134|474|교사09|명|敎師|C
3135|477|지니다|동||C
3136|492|의원05|명|議員|C
3137|507|주민|명|住民|C
3138|510|존재|명|存在|C
3139|517|분야|명|分野|C
3140|521|행위|명|行爲|C
3141|522|수준|명|水準|C
3142|527|대06|의|代|C
3143|531|기능03|명|機能|C
3144|543|연극|명|演劇|C
3145|547|노동03|명|勞動|C
3146|550|가치06|명|價値|C
3147|552|집단|명|集團|C
3148|556|장관02|명|長官|C
3149|569|대로01|의||C
3150|578|우주02|명|宇宙|C
3151|579|시기05|명|時機|C
3152|582|생산|명|生産|C
3153|597|농민|명|農民|C
3154|598|드러나다|동||C
3155|630|자세02|명|姿勢|C
3156|643|면05|명|面. 양쪽 ~|C
3157|656|원인02|명|原因|C
3158|667|언어01|명|言語|C
3159|671|감독02|명|監督|C
3160|675|당하다01|동|當-|C
3161|676|삼다02|동|친구로 ~|C
3162|681|일단01|부|一旦|C
3163|683|조직|명|組織|C
3164|703|달리01|부||C
3165|706|인물|명|人物|C
3166|712|전07|관|全. ~ 국민|C
3167|713|다만01|부||C
3168|724|대다01|동|귀에 ~|C
3169|727|무대06|명|舞臺|C
3170|729|주장03|명|主張|C
3171|731|인하다01|동|因-|C
3172|737|잇다01|동||C
3173|744|대책03|명|對策|C
3174|752|결코|부|決-|C
3175|762|경쟁|명|競爭|C
3176|768|회08|의|回|C
3177|771|실시하다03|동|實施-|C
3178|778|규모|명|規模|C
3179|782|셈01|의||C
3180|784|갖추다|동||C
3181|789|현장03|명|現場|C
3182|790|건설|명|建設|C
3183|798|존재하다|동|存在-|C
3184|804|한마디|명||C
3185|805|유지하다02|동|維持-|C
3186|806|이데올로기|명|&독Ideologie|C
3187|811|만01|의|십 년 ~에|C
3188|818|피하다|동|避-|C
3189|819|거치다01|동||C
3190|820|나아가다|동||C
3191|822|지식02|명|知識|C
3192|824|여전히|부|如前-|C
3193|827|선14|명|線|C
3194|828|인류01|명|人類|C
3195|832|형식01|명|形式|C
3196|837|걸치다|동||C
3197|838|겪다|동||C
3198|839|관점02|명|觀點|C
3199|848|놈01|의||C
3200|853|구성07|명|構成|C
3201|855|실제로|부|實際-|C
3202|861|달다05|보|빌려 다오|C
3203|863|비롯하다|동||C
3204|865|과연01|부|果然|C
3205|870|인정하다|동|認定-|C
3206|871|자18|의|者|C
3207|872|중앙01|명|中央|C
3208|874|불구하다02|동|不拘-|C
3209|893|평가03|명|評價|C
3210|900|비다01|동||C
3211|901|삼국|명|三國|C
3212|907|수26|명|數. ~를 세다|C
3213|912|물질02|명|物質|C
3214|915|살아가다|동||C
3215|918|배09|명|倍|C
3216|932|제시하다01|동|提示-|C
3217|934|불과하다|형|不過-|C
3218|937|엄청나다|형||C
3219|939|편04|의|바람이 부는 ~|C
3220|941|파악하다|동|把握-|C
3221|943|실천01|명|實踐|C
3222|955|방안01|명|方案|C
3223|958|분명하다01|형|分明-|C
3224|959|분석02|명|分析|C
3225|962|차03|의|次|C
3226|967|관계자|명|關係者|C
3227|970|이어지다|동||C
3228|976|지적하다|동|指摘-|C
3229|979|요구03|명|要求|C
3230|987|등장하다01|동|登場-|C
3231|994|차다01|동|가득 ~|C
3232|1003|한계|명|限界|C
3233|1005|바탕01|명||C
3234|1010|갈등|명|葛藤|C
3235|1014|의지06|명|意志|C
3236|1017|초기04|명|初期|C
3237|1022|신경04|명|神經|C
3238|1025|미14|명|美|C
3239|1027|시선03|명|視線|C
3240|1028|아무런|관||C
3241|1029|언론|명|言論|C
3242|1030|투자02|명|投資|C
3243|1032|지원02|명|支援|C
3244|1037|성장01|명|成長|C
3245|1049|피해01|명|被害|C
3246|1050|한06|명|限|C
3247|1063|여기다|동||C
3248|1064|이04|의||C
3249|1081|작용01|명|作用|C
3250|1083|골14|명|goal|C
3251|1084|공업01|명|工業|C
3252|1091|출신|명|出身|C
3253|1093|경향02|명|傾向|C
3254|1094|기록02|명|記錄|C
3255|1095|나름|의||C
3256|1097|반면02|명|反面|C
3257|1099|움직임|명||C
3258|1101|터지다|동||C
3259|1102|특성01|명|特性|C
3260|1103|교장03|명|校長|C
3261|1106|입시04|명|入試|C
3262|1114|다루다01|동||C
3263|1123|업체|명|業體|C
3264|1126|국회|명|國會|C
3265|1136|세월02|명|歲月|C
3266|1139|깨닫다|동||C
3267|1141|신09|명|神|C
3268|1148|거리08|명|距離|C
3269|1154|부정02|명|不正|C
3270|1155|사정07|명|事情|C
3271|1158|도대체|부|都大體|C
3272|1174|처리02|명|處理|C
3273|1176|꼴01|명|모양새|C
3274|1183|그리하여|부||C
3275|1190|내부04|명|內部|C
3276|1191|다소01|부|多少|C
3277|1197|그저|부||C
3278|1198|도05|의|度|C
3279|1202|부담01|명|負擔|C
3280|1211|위원01|명|委員|C
3281|1219|법칙|명|法則|C
3282|1222|오염|명|汚染|C
3283|1225|참여하다|동|參與-|C
3284|1226|탓|명||C
3285|1232|범죄|명|犯罪|C
3286|1233|위05|의|位|C
3287|1236|논리|명|論理|C
3288|1240|감각02|명|感覺|C
3289|1244|인사03|명|人事|C
3290|1250|기구15|명|機構|C
3291|1256|후보04|명|候補|C
3292|1260|근거|명|根據|C
3293|1264|시각04|명|視角|C
3294|1265|이끌다|동||C
3295|1274|수단01|명|手段|C
3296|1281|형성01|명|形成|C
3297|1282|기울이다|동||C
3298|1284|장면04|명|場面|C
3299|1293|더불다|동||C
3300|1296|개방04|명|開放|C
3301|1299|앞서|부||C
3302|1307|소프트웨어|명|software|C
3303|1309|반응|명|反應|C
3304|1314|비판01|명|批判|C
3305|1316|세대02|명|世代|C
3306|1338|공개02|명|公開|C
3307|1345|매체|명|媒體|C
3308|1349|영역03|명|領域|C
3309|1350|체험|명|體驗|C
3310|1351|구속02|명|拘束|C
3311|1353|때로|부||C
3312|1355|극복하다01|동|克服-|C
3313|1356|불법01|명|不法|C
3314|1359|쓰이다03|동|농사에 기계가 ~|C
3315|1360|일정하다|형|一定-|C
3316|1361|다지다|동||C
3317|1362|밝혀지다|동||C
3318|1365|이념|명|理念|C
3319|1372|치르다|동||C
3320|1378|성07|명|性|C
3321|1390|문화재|명|文化財|C
3322|1395|이래03|의|以來|C
3323|1397|구성되다|동|構成-|C
3324|1398|독특하다|형|獨特-|C
3325|1400|사례05|명|事例|C
3326|1403|추진하다02|동|推進-|C
3327|1405|틀01|명||C
3328|1406|평균|명|平均|C
3329|1408|훈련|명|訓鍊|C
3330|1409|흐름|명||C
3331|1421|위기01|명|危機|C
3332|1422|정당07|명|政黨|C
3333|1425|폭력|명|暴力|C
3334|1426|혹시01|부|或是|C
3335|1430|절차02|명|節次|C
3336|1441|증가하다01|동|增加-|C
3337|1446|외치다01|동||C
3338|1450|평02|의|坪|C
3339|1451|권리|명|權利|C
3340|1457|자원04|명|資源|C
3341|1459|넘기다|동||C
3342|1461|물체|명|物體|C
3343|1463|시위04|명|示威|C
3344|1467|제외하다|동|除外-|C
3345|1470|견해02|명|見解|C
3346|1474|안정01|명|安定|C
3347|1477|어쨌든|부||C
3348|1482|눈길01|명|~을 피하다|C
3349|1489|주어지다|동||C
3350|1492|널리|부||C
3351|1499|소재05|명|素材|C
3352|1500|전망03|명|展望|C
3353|1502|형성되다|동|形成-|C
3354|1513|결론02|명|結論|C
3355|1515|들이다02|동|'들다'의 사동사|C
3356|1523|자녀01|명|子女|C
3357|1526|판결|명|判決|C
3358|1534|비로소|부||C
3359|1537|서구02|명|西歐|C
3360|1538|소유03|명|所有|C
3361|1547|부문06|명|部門|C
3362|1552|규정04|명|規定|C
3363|1557|아예|부||C
3364|1558|어찌|부||C
3365|1560|작용하다01|동|作用-|C
3366|1562|개선01|명|改善|C
3367|1565|바람직하다|형||C
3368|1572|마련|의||C
3369|1575|신화04|명|神話|C
3370|1576|양25|의|孃|C
3371|1579|거두다|동||C
3372|1582|범위|명|範圍|C
3373|1584|철학|명|哲學|C
3374|1587|근본적|명|根本的|C
3375|1589|대형04|명|大型|C
3376|1592|본격적|명|本格的|C
3377|1596|퍼지다|동||C
3378|1601|백성|명|百姓|C
3379|1602|상당히|부|相當-|C
3380|1606|자네01|대||C
3381|1607|기13|명|氣|C
3382|1613|군사04|명|軍事|C
3383|1617|마당|명||C
3384|1621|지적05|명|指摘|C
3385|1622|짝01|명|~이 맞다|C
3386|1623|참으로|부||C
3387|1628|앞두다|동||C
3388|1629|예산02|명|豫算|C
3389|1630|온갖|관||C
3390|1631|우려01|명|憂慮|C
3391|1639|보호하다|동|保護-|C
3392|1641|시스템|명|system|C
3393|1645|참여|명|參與|C
3394|1651|애쓰다|동||C
3395|1652|올바르다|형||C
3396|1655|흔하다|형||C
3397|1659|단위02|명|單位|C
3398|1661|뛰어나다|형||C
3399|1665|소득|명|所得|C
3400|1666|수도09|명|首都|C
3401|1667|역06|명|役|C
3402|1668|인식하다|동|認識-|C
3403|1669|자14|명|字. 이름 석 ~|C
3404|1674|맺다|동||C
3405|1675|수요06|명|需要|C
3406|1682|지도자|명|指導者|C
3407|1684|구성하다|동|構成-|C
3408|1685|대체로|부|大體-|C
3409|1686|때리다01|동||C
3410|1688|문득01|부||C
3411|1690|위원장|명|委員長|C
3412|1694|효과적|명|效果的|C
3413|1699|생산하다|동|生産-|C
3414|1702|의도02|명|意圖|C
3415|1703|저지르다|동||C
3416|1704|줄어들다|동||C
3417|1707|건04|의|件|C
3418|1709|대개03|부|大槪|C
3419|1711|외부02|명|外部|C
3420|1713|한때|명||C
3421|1720|살아오다|동||C
3422|1721|상대적|명|相對的|C
3423|1726|조13|의|條|C
3424|1736|조미료|명|調味料|C
3425|1738|강력하다|형|强力-|C
3426|1751|법률|명|法律|C
3427|1757|현04|관|現|C
3428|1758|화면05|명|畵面|C
3429|1764|이어01|부||C
3430|1766|진리|명|眞理|C
3431|1772|공급02|명|供給|C
3432|1774|동료|명|同僚|C
3433|1778|균형|명|均衡|C
3434|1779|기본적|명|基本的|C
3435|1785|접근|명|接近|C
3436|1786|지켜보다|동||C
3437|1788|개성03|명|個性|C
3438|1792|띄다01|동|눈에 ~|C
3439|1793|무너지다|동||C
3440|1797|이러다|동||C
3441|1798|일어서다|동||C
3442|1799|죄03|명|罪|C
3443|1802|핵심|명|核心|C
3444|1803|후반01|명|後半|C
3445|1815|동작03|명|動作|C
3446|1816|뜻하다|동||C
3447|1823|중세02|명|中世|C
3448|1825|통합|명|統合|C
3449|1828|꼬리01|명||C
3450|1831|양식04|명|樣式|C
3451|1835|주식03|명|株式|C
3452|1839|끊임없이|부||C
3453|1842|상식06|명|常識|C
3454|1843|상표02|명|商標|C
3455|1845|아니하다|보||C
3456|1847|의식하다02|동|意識-|C
3457|1850|둘러싸다|동||C
3458|1854|민주화|명|民主化|C
3459|1855|보도04|명|報道|C
3460|1856|살피다01|동||C
3461|1864|거부하다|동|拒否-|C
3462|1870|실시03|명|實施|C
3463|1871|운명01|명|運命|C
3464|1873|재정05|명|財政|C
3465|1874|차라리|부||C
3466|1875|학자01|명|學者|C
3467|1878|대규모|명|大規模|C
3468|1879|동09|관|同|C
3469|1880|민간|명|民間|C
3470|1881|법원01|명|法院|C
3471|1883|사실상|부|事實上|C
3472|1884|아끼다|동||C
3473|1888|지대07|명|地帶|C
3474|1890|판단하다|동|判斷-|C
3475|1894|실천하다01|동|實踐-|C
3476|1898|용어02|명|用語|C
3477|1899|익히다02|동|기술을 ~|C
3478|1902|지위04|명|地位|C
3479|1903|풍부하다|형|豊富-|C
3480|1907|식량03|명|食糧|C
3481|1908|실험|명|實驗|C
3482|1909|용기02|명|勇氣|C
3483|1914|핵|명|核|C
3484|1920|상당하다02|형|相當-|C
3485|1922|수석02|명|首席|C
3486|1930|적절하다|형|適切-|C
3487|1932|제사07|명|祭祀|C
3488|1934|지혜02|명|智慧|C
3489|1935|참새01|명|동물|C
3490|1942|농산물|명|農産物|C
3491|1947|사고14|명|思考|C
3492|1951|올02|관|올해|C
3493|1952|위대하다01|형|偉大-|C
3494|1954|지배하다01|동|支配-|C
3495|1955|틈01|명||C
3496|1956|가령05|부|假令|C
3497|1958|거대하다|형|巨大-|C
3498|1960|드물다|형||C
3499|1962|매달리다|동||C
3500|1967|토대|명|土臺|C
3501|1973|목숨|명||C
3502|1977|빠져나가다|동||C
3503|1979|여론02|명|輿論|C
3504|1980|의복01|명|衣服|C
3505|1981|체조02|명|體操|C
3506|1984|현실적|명|現實的|C
3507|1985|화제07|명|話題|C
3508|1988|공격02|명|攻擊|C
3509|1990|물가02|명|物價|C
3510|1991|민주주의|명|民主主義|C
3511|1993|소중하다|형|所重-|C
3512|1995|의문02|명|疑問|C
3513|2005|빛나다|동||C
3514|2007|실리다01|동|'싣다'의 피동사|C
3515|2008|압력|명|壓力|C
3516|2010|예상되다|동|豫想-|C
3517|2014|증권01|명|證券|C
3518|2015|직후|명|直後|C
3519|2016|차량01|명|車輛|C
3520|2017|출산02|명|出産|C
3521|2025|선진국|명|先進國|C
3522|2030|재판06|명|裁判|C
3523|2032|제자01|명|弟子|C
3524|2036|회복|명|回復|C
3525|2037|구역04|명|區域|C
3526|2038|대응02|명|對應|C
3527|2040|발휘하다|동|發揮-|C
3528|2041|소비05|명|消費|C
3529|2042|심장02|명|心臟|C
3530|2048|중소기업|명|中小企業|C
3531|2049|직접적|명|直接的|C
3532|2050|진실02|명|眞實|C
3533|2051|필자02|명|筆者|C
3534|2052|협력|명|協力|C
3535|2054|계층|명|階層|C
3536|2057|담당|명|擔當|C
3537|2062|보도하다02|동|報道-|C
3538|2066|인상03|명|引上|C
3539|2068|철저하다|형|徹底-|C
3540|2069|태아02|명|胎兒|C
3541|2077|두르다|동||C
3542|2078|드디어|부||C
3543|2080|민주02|명|民主|C
3544|2085|여인01|명|女人|C
3545|2086|운영하다|동|運營-|C
3546|2089|평가하다|동|評價-|C
3547|2091|필요성|명|必要性|C
3548|2092|감추다|동||C
3549|2095|모15|대|某|C
3550|2096|부위04|명|部位|C
3551|2097|비우다01|동||C
3552|2098|설치하다01|동|設置-|C
3553|2101|아울러|부||C
3554|2103|지시02|명|指示|C
3555|2106|형성하다|동|形成-|C
3556|2110|덧붙이다|동||C
3557|2113|무기05|명|武器|C
3558|2118|일종03|명|一種|C
3559|2119|처지|명|處地|C
3560|2121|타다01|동|장작이 ~|C
3561|2123|형편01|명|形便|C
3562|2128|본질02|명|本質|C
3563|2129|비치다01|동||C
3564|2131|서서히|부|徐徐-|C
3565|2132|스승01|명||C
3566|2133|신분02|명|身分|C
3567|2134|실시되다|동|實施-|C
3568|2146|증거|명|證據|C
3569|2147|초점03|명|焦點|C
3570|2151|강화하다02|동|强化-|C
3571|2152|공포08|명|恐怖|C
3572|2153|권위|명|權威|C
3573|2157|미루다|동||C
3574|2162|실정04|명|實情|C
3575|2163|영양05|명|營養|C
3576|2164|육체03|명|肉體|C
3577|2171|그이01|대||C
3578|2174|대기07|명|大氣|C
3579|2175|독립|명|獨立|C
3580|2186|해당하다04|동|該當-|C
3581|2187|간부05|명|幹部|C
3582|2189|관념02|명|觀念|C
3583|2195|도입|명|導入|C
3584|2198|비추다|동||C
3585|2202|여건01|명|與件|C
3586|2205|통제02|명|統制|C
3587|2213|못지않다|형||C
3588|2214|반영하다|동|反映-|C
3589|2217|성장하다01|동|成長-|C
3590|2218|소속01|명|所屬|C
3591|2221|제작02|명|製作|C
3592|2224|추진02|명|推進|C
3593|2229|구입하다03|동|購入-|C
3594|2233|마련|명||C
3595|2235|선장06|명|船長|C
3596|2239|시점02|명|時點|C
3597|2241|의사02|명|意思|C
3598|2244|코드02|명|code|C
3599|2251|세계관|명|世界觀|C
3600|2254|의존하다|동|依存-|C
3601|2263|건설하다|동|建設-|C
3602|2264|경쟁력|명|競爭力|C
3603|2267|연락02|명|連絡|C
3604|2281|문자02|명|文字|C
3605|2283|비롯되다|동||C
3606|2286|여겨지다|동||C
3607|2290|위주|명|爲主|C
3608|2295|전환03|명|轉換|C
3609|2296|지경02|의|地境|C
3610|2297|진행02|명|進行|C
3611|2299|통증|명|痛症|C
3612|2301|하천02|명|河川|C
3613|2303|화학01|명|化學|C
3614|2306|거칠다|형||C
3615|2307|그나마|부||C
3616|2308|그야말로|부||C
3617|2310|남부01|명|南部|C
3618|2321|연기자|명|演技者|C
3619|2322|워낙|부||C
3620|2334|더욱이|부||C
3621|2335|별도01|명|別途|C
3622|2336|비극|명|悲劇|C
3623|2339|솜씨|명||C
3624|2352|극05|명|劇|C
3625|2353|나란히|부||C
3626|2354|다방02|명|茶房|C
3627|2358|수행하다02|동|遂行-|C
3628|2360|실로01|부|實-|C
3629|2367|인연03|명|因緣|C
3630|2368|일행01|명|一行|C
3631|2372|지도09|명|指導|C
3632|2373|지식인|명|知識人|C
3633|2374|진지하다|형|眞摯-|C
3634|2375|치다10|동|셈을 맞추다|C
3635|2376|호흡|명|呼吸|C
3636|2377|흔들리다|동||C
3637|2378|근본|명|根本|C
3638|2392|일부러|부||C
3639|2395|접근하다|동|接近-|C
3640|2400|흩어지다|동||C
3641|2404|기후05|명|氣候|C
3642|2407|대응하다|동|對應-|C
3643|2417|심정01|명|心情|C
3644|2421|이룩하다|동||C
3645|2430|형사02|명|刑事|C
3646|2431|희곡|명|戱曲|C
3647|2443|물기|명|-氣|C
3648|2459|특정하다|형|特定-|C
3649|2461|경계04|명|境界|C
3650|2462|공식01|명|公式|C
3651|2469|머물다|동||C
3652|2470|명예01|명|名譽|C
3653|2471|뱃사람|명||C
3654|2479|지원하다01|동|支援-|C
3655|2486|침묵|명|沈默|C
3656|2487|텍스트|명|text|C
3657|2488|표면|명|表面|C
3658|2490|객관적|명|客觀的|C
3659|2494|구석01|명||C
3660|2497|둥지|명||C
3661|2500|부대08|명|部隊|C
3662|2502|서클|명|circle|C
3663|2504|실체02|명|實體|C
3664|2506|엄격하다02|형|嚴格-|C
3665|2508|완전하다01|형|完全-|C
3666|2513|증가01|명|增加|C
3667|2514|출연02|명|出演|C
3668|2518|후기03|명|後期|C
3669|2525|버티다|동||C
3670|2527|분포하다02|동|分布-|C
3671|2528|비중01|명|比重|C
3672|2531|아이디어|명|idea|C
3673|2533|예컨대|부|例-|C
3674|2535|전개02|명|展開|C
3675|2536|접촉|명|接觸|C
3676|2543|경기05|명|景氣|C
3677|2544|계곡01|명|溪谷|C
3678|2546|다투다|동||C
3679|2548|도저히|부|到底-|C
3680|2555|앞장서다|동||C
3681|2556|요청하다|동|要請-|C
3682|2558|일치하다|동|一致-|C
3683|2560|정치권|명|政治權|C
3684|2561|처녀|명|處女|C
3685|2565|개발되다|동|開發-|C
3686|2568|대비하다04|동|對備-|C
3687|2576|쓰러지다|동||C
3688|2578|영상01|명|映像|C
3689|2579|영혼02|명|靈魂|C
3690|2580|운전사|명|運轉士|C
3691|2584|적용되다|동|適用-|C
3692|2586|지속적|명|持續的|C
3693|2588|차별|명|差別|C
3694|2590|구분06|명|區分|C
3695|2595|분노|명|憤怒|C
3696|2598|소위06|부|所謂|C
3697|2599|스치다01|동|살짝 닿다|C
3698|2605|의무01|명|義務|C
3699|2620|동일하다|형|同一-|C
3700|2634|설치02|명|設置|C
3701|2637|업종01|명|業種|C
3702|2638|연출02|명|演出|C
3703|2640|트이다|동||C
3704|2646|관리01|명|官吏|C
3705|2647|국제화|명|國際化|C
3706|2648|근육|명|筋肉|C
3707|2650|깔리다01|동||C
3708|2653|사전13|명|事前|C
3709|2661|연합03|명|聯合|C
3710|2663|인격|명|人格|C
3711|2670|총06|관|總|C
3712|2672|표02|명|表|C
3713|2673|품목01|명|品目|C
3714|2677|논01|명||C
3715|2684|비난|명|非難|C
3716|2691|위협|명|威脅|C
3717|2696|잠기다02|동|물에 ~|C
3718|2698|주고받다|동||C
3719|2700|지지06|명|支持|C
3720|2702|경고04|명|警告|C
3721|2703|공개하다|동|公開-|C
3722|2708|논쟁|명|論爭|C
3723|2712|성명10|명|聲明|C
3724|2714|수십|관|數十|C
3725|2723|전개되다|동|展開-|C
3726|2729|품질03|명|品質|C
3727|2730|회견|명|會見|C
3728|2731|훔치다02|동|물건을 ~|C
3729|2732|흔적|명|痕跡|C
3730|2733|고전02|명|古典|C
3731|2735|구분하다03|동|區分-|C
3732|2739|뇌03|명|腦|C
3733|2743|사설04|명|社說|C
3734|2744|승리|명|勝利|C
3735|2748|좌우01|명|左右|C
3736|2749|주03|관|主. ~ 고객|C
3737|2760|굽히다|동||C
3738|2777|의학02|명|醫學|C
3739|2783|창조03|명|創造|C
3740|2787|홍보01|명|弘報|C
3741|2793|내다보다|동||C
3742|2795|대량01|명|大量|C
3743|2796|동행01|명|同行|C
3744|2798|떼01|명|양 ~|C
3745|2799|마땅하다|형||C
3746|2800|바로잡다|동||C
3747|2801|박히다|동||C
3748|2809|제거하다|동|除去-|C
3749|2815|특수02|명|特殊|C
3750|2818|호기심|명|好奇心|C
3751|2823|기획01|명|企劃|C
3752|2824|대충01|부||C
3753|2830|박다01|동||C
3754|2831|본성02|명|本性|C
3755|2833|생산력|명|生産力|C
3756|2839|이르다02|동|말하다|C
3757|2842|장비07|명|裝備|C
3758|2843|정치인|명|政治人|C
3759|2847|처벌|명|處罰|C
3760|2850|검토|명|檢討|C
3761|2853|기법01|명|技法|C
3762|2860|두드러지다|형||C
3763|2864|살아남다|동||C
3764|2865|살인|명|殺人|C
3765|2866|성질|명|性質|C
3766|2873|인02|명|人|C
3767|2874|잇따르다|동||C
3768|2876|자판01|명|字板|C
3769|2877|적용|명|適用|C
3770|2878|전기09|명|前期|C
3771|2879|중반03|명|中盤|C
3772|2880|지시하다|동|指示-|C
3773|2884|가르침|명||C
3774|2896|무리08|명|無理|C
3775|2906|정면01|명|正面|C
3776|2914|개국01|의|個國|C
3777|2918|근원|명|根源|C
3778|2929|사회주의|명|社會主義|C
3779|2930|설치되다01|동|設置-|C
3780|2931|수도권|명|首都圈|C
3781|2936|자극01|명|刺戟|C
3782|2944|짚다01|동||C
3783|2946|총리01|명|總理|C
3784|2954|대출03|명|貸出|C
3785|2955|덕05|명|德|C
3786|2960|바치다01|동|드리다|C
3787|2962|발표되다|동|發表-|C
3788|2963|부정하다06|동|否定-|C
3789|2964|불러일으키다|동||C
3790|2966|소유자|명|所有者|C
3791|2971|액수03|명|額數|C
3792|2978|직전02|명|直前|C
3793|2979|짐작하다|동|斟酌-|C
3794|2981|택하다|동|擇-|C
3795|2982|터01|명||C
3796|2986|가구03|명|家口|C
3797|2989|거꾸로|부||C
3798|2990|궁극적|명|窮極的|C
3799|2991|극히|부|極-|C
3800|2992|기여하다|동|寄與-|C
3801|2993|꼭02|부|힘을 주는 모양|C
3802|2995|대륙01|명|大陸|C
3803|2997|뒤따르다|동||C
3804|3001|범인02|명|犯人|C
3805|3002|변동|명|變動|C
3806|3003|불가피하다|형|不可避-|C
3807|3008|손해|명|損害|C
3808|3009|숨지다|동||C
3809|3010|아유01|감||C
3810|3015|자존심|명|自尊心|C
3811|3016|주저앉다|동||C
3812|3017|증권사|명|證券社|C
3813|3019|초원04|명|草原|C
3814|3020|최종|명|最終|C
3815|3025|검사02|명|檢事|C
3816|3032|대신하다|동|代身-|C
3817|3034|두렵다01|형||C
3818|3035|등장01|명|登場|C
3819|3037|마디01|명||C
3820|3038|미처|부||C
3821|3040|비율02|명|比率|C
3822|3042|생물01|명|生物|C
3823|3043|소음06|명|騷音|C
3824|3044|양국01|명|兩國|C
3825|3045|얼핏|부||C
3826|3047|웬01|관||C
3827|3049|조각01|명|얼음 ~|C
3828|3051|중부03|명|中部|C
3829|3056|침01|명|~을 뱉다|C
3830|3059|항의01|명|抗議|C
3831|3060|해당05|명|該當|C
3832|3061|확보01|명|確保|C
3833|3062|환경오염|명|環境汚染|C
3834|3063|가치관|명|價値觀|C
3835|3067|기원전|명|紀元前|C
3836|3068|기타01|명|其他|C
3837|3069|긴급|명|緊急|C
3838|3070|꺾다|동||C
3839|3072|무려02|부|無慮|C
3840|3073|묻히다02|동|땅에 ~|C
3841|3076|실태02|명|實態|C
3842|3077|아쉽다|형||C
3843|3078|애정02|명|愛情|C
3844|3084|장르|명|&프genre|C
3845|3086|접하다01|동|接-|C
3846|3087|정성11|명|精誠|C
3847|3088|제약01|명|制約|C
3848|3089|쫓다|동||C
3849|3091|추가02|명|追加|C
3850|3095|품01|명|옷이 ~이 크다|C
3851|3097|해석03|명|解析|C
3852|3098|확인되다|동|確認-|C
3853|3099|가하다01|동|加-|C
3854|3101|강의02|명|講義|C
3855|3105|과04|명|科|C
3856|3112|동포02|명|同胞|C
3857|3113|뚫다|동||C
3858|3116|상02|명|上|C
3859|3117|새01|명|사이|C
3860|3126|외면하다|동|外面-|C
3861|3127|원고03|명|原稿|C
3862|3130|줄곧|부||C
3863|3131|지출01|명|支出|C
3864|3133|차08|명|差|C
3865|3136|향03|명|香|C
3866|3137|개선하다01|동|改善-|C
3867|3138|계좌02|명|計座|C
3868|3141|도10|명|道. ~를 깨치다|C
3869|3144|말기05|명|末期|C
3870|3145|말없이|부||C
3871|3146|망하다|동|亡-|C
3872|3147|문서|명|文書|C
3873|3153|성립되다|동|成立-|C
3874|3157|실습|명|實習|C
3875|3160|일찍이|부||C
3876|3161|자율|명|自律|C
3877|3163|집중되다|동|集中-|C
3878|3164|창조적|명|創造的|C
3879|3166|천장02|명|天障|C
3880|3168|파다01|동||C
3881|3169|하긴|부||C
3882|3170|해결되다|동|解決-|C
3883|3171|향상01|명|向上|C
3884|3173|가라앉다|동||C
3885|3174|감싸다|동||C
3886|3175|고작02|부||C
3887|3178|기구14|명|器具|C
3888|3180|깔다|동||C
3889|3181|다짐하다|동||C
3890|3183|대합실|명|待合室|C
3891|3185|매장06|명|賣場|C
3892|3187|명칭02|명|名稱|C
3893|3190|상업02|명|商業|C
3894|3191|생산되다|동|生産-|C
3895|3192|숨기다|동||C
3896|3196|엉덩이|명||C
3897|3199|이달01|명||C
3898|3200|인체|명|人體|C
3899|3201|저고리01|명||C
3900|3205|진단02|명|診斷|C
3901|3206|질병02|명|疾病|C
3902|3207|짜다01|동|관을 ~|C
3903|3208|체력|명|體力|C
3904|3211|헤아리다|동||C
3905|3213|각기02|부|各其|C
3906|3216|관찰01|명|觀察|C
3907|3219|군사01|명|軍士|C
3908|3220|귀신01|명|鬼神|C
3909|3221|귀하다|형|貴-|C
