Index|Korean|English
2급 문법 1과 8항 3단어|전공하다|to major in
2급 문법 1과 8항 4단어|신문방송학|journalism and mass communication
2급 문법 1과 8항 5단어|졸업하다|to graduate
2급 문법 1과 9항 1단어|경영학|business administration
2급 문법 1과 9항 2단어|경제학|economics
2급 문법 1과 9항 3단어|교육학|educational studies
2급 문법 1과 9항 4단어|국어국문학|Korean language and literature
2급 문법 1과 9항 5단어|법학|law
2급 문법 1과 9항 6단어|의학|medical science
2급 문법 1과 9항 7단어|컴퓨터공학|computer engineering
2급 문법 1과 9항 8단어|영문학|English literature
2급 문법 1과 9항 9단어|새|new
2급 문법 2과 2항 1단어|잘생기다|to be good-looking
2급 문법 2과 2항 2단어|성격|personality
2급 문법 2과 2항 3단어|착하다|to be good-natured or nice
2급 문법 2과 2항 4단어|도와주다|to help
2급 문법 2과 2항 5단어|연예인|entertainer
2급 문법 2과 3항 10단어|얼굴|face
2급 문법 2과 3항 11단어|입|mouth
2급 문법 2과 3항 12단어|허리|waist
2급 문법 2과 3항 13단어|날씬하다|to be slim
2급 문법 2과 3항 14단어|어리다|to be young
2급 문법 2과 3항 15단어|똑똑하다|to be smart
2급 문법 2과 3항 1단어|귀|ear
2급 문법 2과 3항 2단어|목소리|voice
2급 문법 2과 3항 3단어|발|foot
2급 문법 2과 3항 4단어|어깨|shoulder
2급 문법 2과 3항 5단어|이마|forehead
2급 문법 2과 3항 6단어|코|nose
2급 문법 2과 3항 7단어|마음|heart
2급 문법 2과 3항 8단어|무릎|knee
2급 문법 2과 3항 9단어|손|hand
2급 문법 2과 8항 1단어|친척|relatives
2급 문법 2과 8항 2단어|조카|niece
2급 문법 2과 8항 3단어|이모|aunt on the mother's side
2급 문법 2과 8항 4단어|시청|city hall
2급 문법 2과 8항 5단어|공무원|public service worker
2급 문법 2과 9항 10단어|어리다|to be young
2급 문법 2과 9항 1단어|고모|aunt on the father's side
2급 문법 2과 9항 2단어|고모부|uncle (husband of my aunt on the father's side)
2급 문법 2과 9항 3단어|큰아버지|uncle (father's older brother)
2급 문법 2과 9항 4단어|큰어머니|aunt (wife of one's father's older brother)
2급 문법 2과 9항 5단어|외삼촌|uncle (brother of one's mother)
2급 문법 2과 9항 6단어|외숙모|aunt (wife of one's mother's brother)
2급 문법 2과 9항 7단어|외할아버지|grandfather of one's mother's side
2급 문법 2과 9항 8단어|외할머니|grandmother of one's mother's side
2급 문법 2과 9항 9단어|이모부|uncle (husband of one's mother's sister)
2급 문법 3과 2항 1단어|다녀오다|to go and return
2급 문법 3과 2항 2단어|남해|Southern Sea
2급 문법 3과 2항 3단어|섬|island
2급 문법 3과 2항 4단어|푸르다|to be blue
2급 문법 3과 2항 5단어|구경거리|tourist attraction
2급 문법 3과 3항 10단어|한라산|Halla Mountain
2급 문법 3과 3항 11단어|해변|seashore or beach
2급 문법 3과 3항 12단어|해산물|seafood
2급 문법 3과 3항 13단어|신선하다|to be fresh
2급 문법 3과 3항 14단어|편리하다|to be convenient
2급 문법 3과 3항 1단어|거리|road or street
2급 문법 3과 3항 2단어|동해|East Sea
2급 문법 3과 3항 3단어|빌딩|building
2급 문법 3과 3항 4단어|숲|forest
2급 문법 3과 3항 5단어|도시|city
2급 문법 3과 3항 6단어|롤러코스터|roller coaster
2급 문법 3과 3항 7단어|서해|West Sea
2급 문법 3과 3항 8단어|시골|countryside
2급 문법 3과 3항 9단어|온천|hot spring or spa
2급 문법 3과 8항 1단어|유명하다|to be famous
2급 문법 3과 8항 2단어|관광지|tourist destination
2급 문법 3과 8항 3단어|별로|not really
2급 문법 3과 8항 4단어|그립다|to miss or long for
2급 문법 3과 8항 5단어|오래되다|to be a long time
2급 문법 3과 9항 1단어|기쁘다|to be joyful
2급 문법 3과 9항 2단어|부끄럽다|to feel shameful or embarrassed
2급 문법 3과 9항 3단어|부럽다|to be envious
2급 문법 3과 9항 4단어|불안하다|to be anxious
2급 문법 3과 9항 5단어|외롭다|to be lonely
2급 문법 3과 9항 6단어|행복하다|to be happy
2급 문법 3과 9항 7단어|화가 나다|to be angry
2급 문법 4과 2항 1단어|이사하다|to move
2급 문법 4과 2항 2단어|알아보다|to search or look into
2급 문법 4과 2항 3단어|불편하다|to be inconvenient or uncomfortable
2급 문법 4과 2항 4단어|룸메이트|roommate
2급 문법 4과 2항 5단어|동네|neighborhood
2급 문법 4과 3항 10단어|계약하다|to make a contract
2급 문법 4과 3항 11단어|정리하다|to organize
2급 문법 4과 3항 1단어|미용실|hair salon
2급 문법 4과 3항 2단어|약도|map
2급 문법 4과 3항 3단어|분식집|snack shop
2급 문법 4과 3항 4단어|이삿짐|goods to be moved
2급 문법 4과 3항 5단어|이삿짐센터|moving company
2급 문법 4과 3항 6단어|주유소|gas station
2급 문법 4과 3항 7단어|찜질방|jjimjilbang
2급 문법 4과 3항 8단어|싸다|to be cheap
2급 문법 4과 3항 9단어|짐|goods or luggage
2급 문법 4과 8항 1단어|거의|almost or mostly
2급 문법 4과 8항 2단어|새로|newly
2급 문법 4과 8항 3단어|주변|the surroundings
2급 문법 4과 8항 4단어|욕실|bathroom
2급 문법 4과 8항 5단어|세탁기|washing machine
2급 문법 4과 8항 6단어|베란다|veranda
2급 문법 4과 8항 7단어|놓다|to put or place
2급 문법 4과 9항 10단어|걸다|to hang
2급 문법 4과 9항 1단어|거실|living room
2급 문법 4과 9항 2단어|부엌|kitchen
2급 문법 4과 9항 3단어|소파|sofa
2급 문법 4과 9항 4단어|식탁|table
2급 문법 4과 9항 5단어|벽|wall
2급 문법 4과 9항 6단어|서재|a study or library
2급 문법 4과 9항 7단어|수건|towel
2급 문법 4과 9항 8단어|옷장|closet
2급 문법 4과 9항 9단어|현관|entrance or front door
2급 문법 5과 2항 1단어|갈비찜|galbi-jjim(braised short ribs)
2급 문법 5과 2항 2단어|소고기|beef
2급 문법 5과 2항 3단어|명절|holiday
2급 문법 5과 2항 4단어|양념하다|to season or flavor
2급 문법 5과 2항 5단어|접시|plate
2급 문법 5과 2항 6단어|덜다|to put
2급 문법 5과 3항 10단어|식초|vinegar
2급 문법 5과 3항 11단어|인사동|Insa-dong
2급 문법 5과 3항 12단어|깎다|to cut
2급 문법 5과 3항 13단어|넣다|to put in or add
2급 문법 5과 3항 14단어|말다|to roll
2급 문법 5과 3항 15단어|비비다|to mix
2급 문법 5과 3항 16단어|섞다|to mix or blend
2급 문법 5과 3항 17단어|찍다|to dip
2급 문법 5과 3항 18단어|뿌리다|to sprinkle
2급 문법 5과 3항 1단어|고추장|gochujang (red pepper paste)
2급 문법 5과 3항 2단어|된장|doenjang (fermented soybean paste)
2급 문법 5과 3항 3단어|방법|method
2급 문법 5과 3항 4단어|삼성역|Samseong subway station
2급 문법 5과 3항 5단어|설탕|sugar
2급 문법 5과 3항 6단어|소금|salt
2급 문법 5과 3항 7단어|스트레스|stress
2급 문법 5과 3항 8단어|양념|seasoning
2급 문법 5과 3항 9단어|후추|black pepper
2급 문법 5과 8항 1단어|고기|meat
2급 문법 5과 8항 2단어|참기름|sesame oil
2급 문법 5과 8항 3단어|기름|oil
2급 문법 5과 8항 4단어|프라이팬|fry pan
2급 문법 5과 8항 5단어|채소|vegetables
2급 문법 5과 8항 6단어|볶다|to fry or roast
2급 문법 5과 8항 7단어|간|saltiness
2급 문법 5과 8항 8단어|보다|to see (whether it is properly seasoned) (간을 보다 means to taste something to see how it is seasoned)
2급 문법 5과 9항 10단어|쓰레기통|trash can
2급 문법 5과 9항 11단어|요리법|recipe
2급 문법 5과 9항 12단어|책장|bookshelf
2급 문법 5과 9항 13단어|쓰레기|trash
2급 문법 5과 9항 14단어|양파|onion
2급 문법 5과 9항 15단어|재료|ingredient
2급 문법 5과 9항 16단어|파|green onion
2급 문법 5과 9항 17단어|굽다|to grill
2급 문법 5과 9항 18단어|삶다|to boil
2급 문법 5과 9항 19단어|잃어버리다|to lose
2급 문법 5과 9항 1단어|감자|potato
2급 문법 5과 9항 20단어|튀기다|to deep fry
2급 문법 5과 9항 21단어|꽂다|to stick (in/into)
2급 문법 5과 9항 22단어|끓이다|to boil or heat
2급 문법 5과 9항 23단어|다지다|to mince
2급 문법 5과 9항 24단어|두다|to put or place
2급 문법 5과 9항 25단어|버리다|to throw away
2급 문법 5과 9항 26단어|썰다|to cut or chop
2급 문법 5과 9항 27단어|찌다|to steam
2급 문법 5과 9항 2단어|냄비|pot
2급 문법 5과 9항 3단어|면|noodles
2급 문법 5과 9항 4단어|닭고기|chicken
2급 문법 5과 9항 5단어|당근|carrot
2급 문법 5과 9항 6단어|돼지고기|pork
2급 문법 5과 9항 7단어|버섯|mushroom
2급 문법 5과 9항 8단어|설렁탕|seolleongtang(beef and rice soup)
2급 문법 5과 9항 9단어|소스|sauce
2급 문법 6과 2항 1단어|비누|soap
2급 문법 6과 2항 2단어|생수|spring water
2급 문법 6과 2항 3단어|마트|market
2급 문법 6과 2항 4단어|이불|blanket
2급 문법 6과 2항 5단어|방석|sitting cushion
2급 문법 6과 2항 6단어|팔다|to sell
2급 문법 6과 3항 10단어|생활용품|living products
2급 문법 6과 3항 11단어|식료품|groceries
2급 문법 6과 3항 12단어|음료|beverage
2급 문법 6과 3항 13단어|치약|toothpaste
2급 문법 6과 3항 14단어|토마토|tomato
2급 문법 6과 3항 15단어|포스터|poster
2급 문법 6과 3항 1단어|감|persimmon
2급 문법 6과 3항 2단어|참외|Korean melon
2급 문법 6과 3항 3단어|칫솔|toothbrush
2급 문법 6과 3항 4단어|포도|grapes
2급 문법 6과 3항 5단어|햄|ham
2급 문법 6과 3항 6단어|냉동식품|frozen food
2급 문법 6과 3항 7단어|대회|conference or convention
2급 문법 6과 3항 8단어|배추|Chinese cabbage
2급 문법 6과 3항 9단어|소리|sound
2급 문법 6과 8항 1단어|할인|discount
2급 문법 6과 8항 2단어|매장|store
2급 문법 6과 8항 3단어|항상|always
2급 문법 6과 8항 4단어|세일하다|to be on sale; to have a sale
2급 문법 6과 8항 5단어|상품|products
2급 문법 6과 9항 10단어|장갑|gloves
2급 문법 6과 9항 11단어|패션잡화|fashion goods
2급 문법 6과 9항 12단어|핸드백|handbag
2급 문법 6과 9항 13단어|들다|to hold
2급 문법 6과 9항 14단어|쓰다|to use
2급 문법 6과 9항 15단어|메다|to carry
2급 문법 6과 9항 16단어|차다|to wear (a watch)
2급 문법 6과 9항 1단어|가전제품|electric home appliance
2급 문법 6과 9항 2단어|귀걸이|earring
2급 문법 6과 9항 3단어|목걸이|necklace
2급 문법 6과 9항 4단어|배낭|backpack
2급 문법 6과 9항 5단어|남성복|men's clothing
2급 문법 6과 9항 6단어|반지|ring
2급 문법 6과 9항 7단어|수영복|swimsuit
2급 문법 6과 9항 8단어|스포츠용품|sporting goods
2급 문법 6과 9항 9단어|여성복|women's clothing
2급 문법 7과 2항 1단어|특별히|especially
2급 문법 7과 2항 2단어|반바지|shorts
2급 문법 7과 2항 3단어|유행이다|to be in fashion
2급 문법 7과 2항 4단어|흰색|white
2급 문법 7과 2항 5단어|갈아입다|to change clothes
2급 문법 7과 3항 10단어|조끼|vest
2급 문법 7과 3항 11단어|하늘색|sky-blue
2급 문법 7과 3항 12단어|떠들다|to chatter
2급 문법 7과 3항 13단어|뛰다|to run or jump
2급 문법 7과 3항 14단어|만지다|to touch
2급 문법 7과 3항 15단어|목이 마르다|to be thirsty
2급 문법 7과 3항 1단어|보라색|purple
2급 문법 7과 3항 2단어|색깔|color
2급 문법 7과 3항 3단어|운동복|sportswear
2급 문법 7과 3항 4단어|점퍼|jacket
2급 문법 7과 3항 5단어|청바지|blue jeans
2급 문법 7과 3항 6단어|회색|gray
2급 문법 7과 3항 7단어|분홍색|pink
2급 문법 7과 3항 8단어|양복|suit
2급 문법 7과 3항 9단어|원피스|one-piece dress
2급 문법 7과 8항 1단어|빨갛다|to be red
2급 문법 7과 8항 2단어|멋있다|to be cool or gorgeous
2급 문법 7과 8항 3단어|사이즈|size
2급 문법 7과 8항 4단어|주머니|pocket
2급 문법 7과 8항 5단어|월급|salary or paycheck
2급 문법 7과 8항 6단어|첫|first
2급 문법 7과 9항 10단어|그렇다|to be like that
2급 문법 7과 9항 11단어|까맣다|to be black
2급 문법 7과 9항 12단어|노랗다|to be yellow
2급 문법 7과 9항 13단어|어떻다|how (it) is
2급 문법 7과 9항 14단어|빨갛다|to be red
2급 문법 7과 9항 15단어|이렇다|to be like this
2급 문법 7과 9항 16단어|저렇다|to be like that
2급 문법 7과 9항 17단어|파랗다|to be blue
2급 문법 7과 9항 18단어|하얗다|to be white
2급 문법 7과 9항 1단어|디자인|design
2급 문법 7과 9항 2단어|마음에 들다|to like
2급 문법 7과 9항 3단어|모양|appearance or shape
2급 문법 7과 9항 4단어|단순하다|to be simple or plain
2급 문법 7과 9항 5단어|맞다|to be right or correct
2급 문법 7과 9항 6단어|밝다|to be bright
2급 문법 7과 9항 7단어|비슷하다|to be similar
2급 문법 7과 9항 8단어|어둡다|to be dark
2급 문법 7과 9항 9단어|화려하다|to be ornate or gorgeous
2급 문법 8과 2항 1단어|모임|meeting or gathering
2급 문법 8과 2항 2단어|초대하다|to invite
2급 문법 8과 2항 3단어|기대|anticipation or expectation
2급 문법 8과 2항 4단어|시작하다|to start
2급 문법 8과 2항 5단어|필요하다|to need
2급 문법 8과 3항 10단어|환영회|welcoming reception
2급 문법 8과 3항 11단어|회비|(membership) fee
2급 문법 8과 3항 12단어|들다|to join
2급 문법 8과 3항 13단어|모으다|to gather
2급 문법 8과 3항 14단어|모이다|to get together
2급 문법 8과 3항 1단어|강아지|puppy
2급 문법 8과 3항 2단어|동창|schoolmate
2급 문법 8과 3항 3단어|도움|help
2급 문법 8과 3항 4단어|동아리|school club
2급 문법 8과 3항 5단어|동창회|alumni association
2급 문법 8과 3항 6단어|동호회|workplace club
2급 문법 8과 3항 7단어|뒤풀이|afterparty
2급 문법 8과 3항 8단어|송별회|farewell party
2급 문법 8과 3항 9단어|초대장|invitation card
2급 문법 8과 8항 1단어|선배|senior
2급 문법 8과 8항 2단어|집들이|housewarming party
2급 문법 8과 8항 3단어|쓰다|to use
2급 문법 8과 8항 4단어|부인|wife
2급 문법 8과 8항 5단어|주방용품|kitchen products
2급 문법 8과 8항 6단어|찻잔|tea set or teacup
2급 문법 8과 8항 7단어|어울리다|to match
2급 문법 8과 8항 8단어|분위기|atmosphere
2급 문법 8과 9항 10단어|향초|scented candle
2급 문법 8과 9항 11단어|휴지|toilet paper or tissue
2급 문법 8과 9항 12단어|화분|flowerpot
2급 문법 8과 9항 13단어|졸다|to doze
2급 문법 8과 9항 14단어|씹다|to chew
2급 문법 8과 9항 15단어|박수를 치다|to applaud
2급 문법 8과 9항 16단어|발로 차다|to kick
2급 문법 8과 9항 1단어|꽃바구니|flower basket
2급 문법 8과 9항 2단어|떡|rice cake
2급 문법 8과 9항 3단어|샤부샤부|shabu shabu
2급 문법 8과 9항 4단어|샐러드|salad
2급 문법 8과 9항 5단어|세제|detergent
2급 문법 8과 9항 6단어|부케|bouquet
2급 문법 8과 9항 7단어|벽시계|wall clock
2급 문법 8과 9항 8단어|앨범|album
2급 문법 8과 9항 9단어|잡채|japchae(clear noodles stir-fried with beef and vegetables)
2급 문법 9과 2항 1단어|드디어|finally
2급 문법 9과 2항 2단어|벌써|already
2급 문법 9과 2항 3단어|무척|very or extremely
2급 문법 9과 2항 4단어|지나다|to pass
2급 문법 9과 2항 5단어|그래|yes
2급 문법 9과 2항 6단어|바로|right
2급 문법 9과 3항 1단어|너희|you
2급 문법 9과 3항 2단어|성함|name
2급 문법 9과 3항 3단어|말|word
2급 문법 9과 3항 4단어|세상|world
2급 문법 9과 3항 5단어|여러분|all of you; ladies and gentlemen
2급 문법 9과 3항 6단어|연세|age in honorific form
2급 문법 9과 3항 7단어|저희|we
2급 문법 9과 3항 8단어|진지|meal or food in honorific form
2급 문법 9과 8항 1단어|이틀|two days
2급 문법 9과 8항 2단어|급하다|to be urgent
2급 문법 9과 8항 3단어|후|after
2급 문법 9과 8항 4단어|생기다|to come into being
2급 문법 9과 8항 5단어|갑자기|suddenly or unexpectedly
2급 문법 9과 8항 6단어|뵙다|to meet (honorific form)
2급 문법 9과 8항 7단어|섭섭하다|to be sad or disappointed
2급 문법 9과 9항 10단어|열흘|ten days
2급 문법 9과 9항 11단어|이틀|two days
2급 문법 9과 9항 12단어|예순|sixty
2급 문법 9과 9항 13단어|일흔|seventy
2급 문법 9과 9항 14단어|하루|one day
2급 문법 9과 9항 15단어|세다|to count
2급 문법 9과 9항 1단어|나흘|four days
2급 문법 9과 9항 2단어|마흔|forty
2급 문법 9과 9항 3단어|서른|thirty
2급 문법 9과 9항 4단어|쉰|fifty
2급 문법 9과 9항 5단어|여든|eighty
2급 문법 9과 9항 6단어|닷새|five days
2급 문법 9과 9항 7단어|사흘|three days
2급 문법 9과 9항 8단어|_세|age or years
2급 문법 9과 9항 9단어|아흔|ninety
2급 문법 10과 2항 1단어|부탁|request or favor
2급 문법 10과 2항 2단어|들어주다|to do (a favor)
2급 문법 10과 2항 3단어|설명하다|to explain
2급 문법 10과 2항 4단어|결석하다|to be absent
2급 문법 10과 2항 5단어|빌려주다|to borrow
2급 문법 10과 3항 1단어|놓다|to place or put
2급 문법 10과 3항 2단어|당기다|to pull
2급 문법 10과 3항 3단어|벗다|to take off
2급 문법 10과 3항 4단어|늘다|to increase or improve
2급 문법 10과 3항 5단어|밀다|to push
2급 문법 10과 3항 6단어|잡다|to grasp or catch
2급 문법 10과 3항 7단어|접다|to fold
2급 문법 10과 3항 8단어|줄다|to decrease or be reduced
2급 문법 10과 3항 9단어|펴다|to unfold or spread
2급 문법 10과 8항 1단어|저|excuse me
2급 문법 10과 8항 2단어|이미|already
2급 문법 10과 8항 3단어|퇴근하다|to leave one's office or get off from work
2급 문법 10과 8항 4단어|서류|document
2급 문법 10과 8항 5단어|전하다|to deliver or hand over
2급 문법 10과 9항 1단어|부장|head of a department or director
2급 문법 10과 9항 2단어|아|ah
2급 문법 10과 9항 3단어|어|uh
2급 문법 10과 9항 4단어|음|um
2급 문법 10과 9항 5단어|저기|excuse me
2급 문법 10과 9항 6단어|자|okay
