반하다	to be contrary to	기대에 *반하다*|사실에 *반하다*|원칙에 *반하다*	to go against expectations|to be contrary to the facts|to violate principles	[sound:row1204_chunk1.wav]|[sound:row1204_chunk2.wav]|[sound:row1204_chunk3.wav]
사원	employee	신입 *사원*|일반 *사원*|회사 *사원*	new employee|regular staff|company employee	[sound:row1205_chunk1.wav]|[sound:row1205_chunk2.wav]|[sound:row1205_chunk3.wav]
씹다	to chew	껌을 *씹다*|잘게 *씹다*|고기를 *씹다*	to chew gum|to chew finely|to chew meat	[sound:row1206_chunk1.wav]|[sound:row1206_chunk2.wav]|[sound:row1206_chunk3.wav]
아무튼	anyway	*아무튼* 고마워|*아무튼* 가보자|*아무튼* 사실이다	thanks anyway|let's go anyway|it is true anyway	[sound:row1207_chunk1.wav]|[sound:row1207_chunk2.wav]|[sound:row1207_chunk3.wav]
왠지	somewhat	*왠지* 슬프다|*왠지* 모르게|*왠지* 불안하다	somehow feel sad|for some reason|somewhat uneasy	[sound:row1208_chunk1.wav]|[sound:row1208_chunk2.wav]|[sound:row1208_chunk3.wav]
욕심	greed	*욕심이* 많다|*욕심을* 부리다|끝없는 *욕심*	to be greedy|to act out of greed|endless greed	[sound:row1209_chunk1.wav]|[sound:row1209_chunk2.wav]|[sound:row1209_chunk3.wav]
우승	victory	*우승* 후보|*우승을* 차지하다|월드컵 *우승*	candidate for victory|to take the victory|World Cup win	[sound:row1210_chunk1.wav]|[sound:row1210_chunk2.wav]|[sound:row1210_chunk3.wav]
익다	to ripen	과일이 *익다*|벼가 *익다*|김치가 *익다*	fruit ripens|rice ripens|kimchi ferments (ripens)	[sound:row1211_chunk1.wav]|[sound:row1211_chunk2.wav]|[sound:row1211_chunk3.wav]
제출하다	to submit	서류를 *제출하다*|숙제를 *제출하다*|보고서를 *제출하다*	to submit documents|to hand in homework|to submit a report	[sound:row1212_chunk1.wav]|[sound:row1212_chunk2.wav]|[sound:row1212_chunk3.wav]
조심스럽다	to be cautious	*조심스러운* 태도|*조심스럽게* 묻다|행동이 *조심스럽다*	cautious attitude|to ask cautiously|to be careful in action	[sound:row1213_chunk1.wav]|[sound:row1213_chunk2.wav]|[sound:row1213_chunk3.wav]
피시	PC	개인용 *피시*|*피시* 게임|*피시*를 고치다	personal computer|PC game|to fix a PC	[sound:row1214_chunk1.wav]|[sound:row1214_chunk2.wav]|[sound:row1214_chunk3.wav]
흘러나오다	to flow out	음악이 *흘러나오다*|물이 *흘러나오다*|소문이 *흘러나오다*	music flows out|water flows out|rumors leak out	[sound:row1215_chunk1.wav]|[sound:row1215_chunk2.wav]|[sound:row1215_chunk3.wav]
간단히	simply	*간단히* 말하다|*간단히* 먹다|*간단히* 해결하다	to speak briefly|to eat a simple meal|to solve easily	[sound:row1216_chunk1.wav]|[sound:row1216_chunk2.wav]|[sound:row1216_chunk3.wav]
강물	river water	*강물이* 흐르다|*강물에* 비치다|맑은 *강물*	river water flows|to be reflected in the river|clear river water	[sound:row1217_chunk1.wav]|[sound:row1217_chunk2.wav]|[sound:row1217_chunk3.wav]
되게	very	*되게* 비싸다|*되게* 춥다|*되게* 빠르다	to be very expensive|to be very cold|to be very fast	[sound:row1218_chunk1.wav]|[sound:row1218_chunk2.wav]|[sound:row1218_chunk3.wav]
리듬	rhythm	*리듬을* 타다|빠른 *리듬*|생활 *리듬*	to follow the rhythm|fast rhythm|rhythm of life	[sound:row1219_chunk1.wav]|[sound:row1219_chunk2.wav]|[sound:row1219_chunk3.wav]
모니터	monitor	컴퓨터 *모니터*|*모니터를* 보다|밝은 *모니터*	computer monitor|to look at the monitor|bright monitor	[sound:row1220_chunk1.wav]|[sound:row1220_chunk2.wav]|[sound:row1220_chunk3.wav]
삶다	to boil	계란을 *삶다*|고기를 *삶다*|국수를 *삶다*	to boil an egg|to boil meat|to boil noodles	[sound:row1221_chunk1.wav]|[sound:row1221_chunk2.wav]|[sound:row1221_chunk3.wav]
서류	document	중요한 *서류*|*서류를* 정리하다|필요한 *서류*	important document|to organize documents|required documents	[sound:row1222_chunk1.wav]|[sound:row1222_chunk2.wav]|[sound:row1222_chunk3.wav]
요청	request	도움 *요청*|*요청을* 받다|자료 *요청*	request for help|to receive a request|request for data	[sound:row1223_chunk1.wav]|[sound:row1223_chunk2.wav]|[sound:row1223_chunk3.wav]
운	luck	*운이* 좋다|*운이* 없다|*운에* 맡기다	to be lucky|to be unlucky|to leave to luck	[sound:row1224_chunk1.wav]|[sound:row1224_chunk2.wav]|[sound:row1224_chunk3.wav]
일상생활	daily life	*일상생활* 속에서|*일상생활이* 힘들다|*일상생활* 용품	in daily life|daily life is hard|daily necessities	[sound:row1225_chunk1.wav]|[sound:row1225_chunk2.wav]|[sound:row1225_chunk3.wav]
진하다	to be thick	커피가 *진하다*|화장이 *진하다*|색이 *진하다*	coffee is strong|makeup is heavy|color is deep	[sound:row1226_chunk1.wav]|[sound:row1226_chunk2.wav]|[sound:row1226_chunk3.wav]
회복하다	to recover	건강을 *회복하다*|관계를 *회복하다*|경기가 *회복하다*	to recover health|to restore a relationship|economy recovers	[sound:row1227_chunk1.wav]|[sound:row1227_chunk2.wav]|[sound:row1227_chunk3.wav]
흘러가다	to flow away	세월이 *흘러가다*|강물이 *흘러가다*|구름이 *흘러가다*	time flows by|river flows away|clouds drift by	[sound:row1228_chunk1.wav]|[sound:row1228_chunk2.wav]|[sound:row1228_chunk3.wav]
흥미	interest	*흥미를* 느끼다|*흥미가* 없다|*흥미로운* 이야기	to feel interest|to have no interest|interesting story	[sound:row1229_chunk1.wav]|[sound:row1229_chunk2.wav]|[sound:row1229_chunk3.wav]
꾸다	to dream	꿈을 *꾸다*|무서운 꿈을 *꿨다*|길몽을 *꾸다*	to dream|had a scary dream|to have a lucky dream	[sound:row1230_chunk1.wav]|[sound:row1230_chunk2.wav]|[sound:row1230_chunk3.wav]
내려다보다	to look down	아래를 *내려다보다*|창밖을 *내려다보다*|산을 *내려다보다*	to look down below|to look down out of the window|to look down from the mountain	[sound:row1231_chunk1.wav]|[sound:row1231_chunk2.wav]|[sound:row1231_chunk3.wav]
눈썹	eyebrow	짙은 *눈썹*|*눈썹을* 그리다|긴 *눈썹*	thick eyebrows|to draw eyebrows|long eyelashes (or eyebrows)	[sound:row1232_chunk1.wav]|[sound:row1232_chunk2.wav]|[sound:row1232_chunk3.wav]
디자인	design	옷 *디자인*|*디자인이* 예쁘다|웹 *디자인*	clothing design|the design is pretty|web design	[sound:row1233_chunk1.wav]|[sound:row1233_chunk2.wav]|[sound:row1233_chunk3.wav]
비닐	vinyl	*비닐* 봉지|*비닐* 하우스|*비닐* 장갑	plastic (vinyl) bag|greenhouse (vinyl house)|vinyl gloves	[sound:row1234_chunk1.wav]|[sound:row1234_chunk2.wav]|[sound:row1234_chunk3.wav]
오래되다	to be old	*오래된* 건물|친구가 된 지 *오래되었다*|*오래된* 습관	old building|it's been a long time since we became friends|old habit	[sound:row1235_chunk1.wav]|[sound:row1235_chunk2.wav]|[sound:row1235_chunk3.wav]
채소	vegetable	싱싱한 *채소*|*채소를* 씻다|*채소* 시장	fresh vegetables|to wash vegetables|vegetable market	[sound:row1236_chunk1.wav]|[sound:row1236_chunk2.wav]|[sound:row1236_chunk3.wav]
털	hair	강아지 *털*|*털이* 많다|부드러운 *털*	dog fur|to be hairy|soft fur	[sound:row1237_chunk1.wav]|[sound:row1237_chunk2.wav]|[sound:row1237_chunk3.wav]
판매하다	to sell	물건을 *판매하다*|할인 *판매하다*|온라인으로 *판매하다*	to sell goods|to sell at a discount|to sell online	[sound:row1238_chunk1.wav]|[sound:row1238_chunk2.wav]|[sound:row1238_chunk3.wav]
고생하다	to suffer	마음 *고생하다*|돈 때문에 *고생하다*|정말 *고생했다*	to suffer mentally|to suffer because of money|did a lot of hard work	[sound:row1239_chunk1.wav]|[sound:row1239_chunk2.wav]|[sound:row1239_chunk3.wav]
꿈꾸다	to dream	미래를 *꿈꾸다*|가수를 *꿈꾸다*|행복을 *꿈꾸다*	to dream of the future|to dream of being a singer|to dream of happiness	[sound:row1240_chunk1.wav]|[sound:row1240_chunk2.wav]|[sound:row1240_chunk3.wav]
수표	check	백만 원권 *수표*|*수표를* 발행하다|가짜 *수표*	one million won check|to issue a check|fake check	[sound:row1241_chunk1.wav]|[sound:row1241_chunk2.wav]|[sound:row1241_chunk3.wav]
얘	this kid	*얘*야, 이리 와|*얘*가 그랬어요|착한 *얘*	hey (child), come here|this kid did it|good kid	[sound:row1242_chunk1.wav]|[sound:row1242_chunk2.wav]|[sound:row1242_chunk3.wav]
어머	oh my	*어머*, 세상에|*어머*, 깜짝이야|*어머*, 예뻐라	oh my god|oh, you startled me|oh, how pretty	[sound:row1243_chunk1.wav]|[sound:row1243_chunk2.wav]|[sound:row1243_chunk3.wav]
일정	schedule	여행 *일정*|*일정을* 잡다|빡빡한 *일정*	travel itinerary|to set a schedule|tight schedule	[sound:row1244_chunk1.wav]|[sound:row1244_chunk2.wav]|[sound:row1244_chunk3.wav]
저렇다	to be like that	모습이 *저렇다*|*저런* 사람|왜 *저러지*?	the look is like that|that kind of person|why is he like that?	[sound:row1245_chunk1.wav]|[sound:row1245_chunk2.wav]|[sound:row1245_chunk3.wav]
테이프	tape	박스 *테이프*|*테이프를* 붙이다|카세트 *테이프*	box tape|to stick tape|cassette tape	[sound:row1246_chunk1.wav]|[sound:row1246_chunk2.wav]|[sound:row1246_chunk3.wav]
간장	soy sauce	*간장을* 찍다|짠 *간장*|*간장* 게장	to dip in soy sauce|salty soy sauce|soy sauce marinated crab	[sound:row1247_chunk1.wav]|[sound:row1247_chunk2.wav]|[sound:row1247_chunk3.wav]
고민하다	to worry	진로를 *고민하다*|혼자 *고민하다*|심각하게 *고민하다*	to worry about a career path|to worry alone|to worry seriously	[sound:row1248_chunk1.wav]|[sound:row1248_chunk2.wav]|[sound:row1248_chunk3.wav]
교환	exchange	의견 *교환*|물건 *교환*|*교환* 학생	exchange of opinions|exchange of goods|exchange student	[sound:row1249_chunk1.wav]|[sound:row1249_chunk2.wav]|[sound:row1249_chunk3.wav]
국어	national language	*국어* 시간|*국어* 선생님|*국어를* 공부하다	Korean language class|Korean teacher|to study the national language	[sound:row1250_chunk1.wav]|[sound:row1250_chunk2.wav]|[sound:row1250_chunk3.wav]
노랗다	to be yellow	개나리가 *노랗다*|*노란* 우산|얼굴이 *노랗다*	forsythia is yellow|yellow umbrella|face is pale (yellowish)	[sound:row1251_chunk1.wav]|[sound:row1251_chunk2.wav]|[sound:row1251_chunk3.wav]
다치다	to get hurt	다리를 *다치다*|심하게 *다치다*|마음을 *다치다*	to hurt one's leg|to be seriously injured|to get one's feelings hurt	[sound:row1252_chunk1.wav]|[sound:row1252_chunk2.wav]|[sound:row1252_chunk3.wav]
동양	the East	*동양* 문화|*동양* 사람|*동양* 철학	Oriental culture|Asian person|Eastern philosophy	[sound:row1253_chunk1.wav]|[sound:row1253_chunk2.wav]|[sound:row1253_chunk3.wav]
악기	musical instrument	*악기를* 연주하다|다양한 *악기*|좋아하는 *악기*	to play an instrument|various instruments|favorite instrument	[sound:row1254_chunk1.wav]|[sound:row1254_chunk2.wav]|[sound:row1254_chunk3.wav]
연말	year-end	*연말* 연시|*연말* 파티|바쁜 *연말*	year-end and New Year|year-end party|busy year-end	[sound:row1255_chunk1.wav]|[sound:row1255_chunk2.wav]|[sound:row1255_chunk3.wav]
올려놓다	to put up	책상 위에 *올려놓다*|선반에 *올려놓다*|자료를 *올려놓다*	to put on the desk|to place on a shelf|to upload (post) data	[sound:row1256_chunk1.wav]|[sound:row1256_chunk2.wav]|[sound:row1256_chunk3.wav]
정말	truth	*정말로* 믿다|*정말* 같은 거짓말|이게 *정말*이야?	to really believe|a lie that sounds like truth|is this the truth?	[sound:row1257_chunk1.wav]|[sound:row1257_chunk2.wav]|[sound:row1257_chunk3.wav]
치우다	to clean up	방을 *치우다*|그릇을 *치우다*|자리를 *치우다*	to clean up a room|to clear the dishes|to clear a space	[sound:row1258_chunk1.wav]|[sound:row1258_chunk2.wav]|[sound:row1258_chunk3.wav]
피로	fatigue	*피로가* 쌓이다|*피로를* 풀다|만성 *피로*	fatigue builds up|to relieve fatigue|chronic fatigue	[sound:row1259_chunk1.wav]|[sound:row1259_chunk2.wav]|[sound:row1259_chunk3.wav]
당기다	to pull	문을 *당기다*|줄을 *당기다*|입맛을 *당기다*	to pull the door|to pull a rope|to whet the appetite	[sound:row1260_chunk1.wav]|[sound:row1260_chunk2.wav]|[sound:row1260_chunk3.wav]
들다	to start	따지고 *들다*|덤벼 *들다*|파고 *들다*	to start nitpicking|to pounce on|to dig into	[sound:row1261_chunk1.wav]|[sound:row1261_chunk2.wav]|[sound:row1261_chunk3.wav]
따르다	to pour	물을 *따르다*|술을 *따르다*|잔에 *따르다*	to pour water|to pour alcohol|to pour into a glass	[sound:row1262_chunk1.wav]|[sound:row1262_chunk2.wav]|[sound:row1262_chunk3.wav]
박수	applause	*박수를* 치다|큰 *박수*|*박수* 갈채	to clap|loud applause|cheers and applause	[sound:row1263_chunk1.wav]|[sound:row1263_chunk2.wav]|[sound:row1263_chunk3.wav]
부자	rich person	*부자가* 되다|동네 *부자*|마음의 *부자*	to become rich|the richest person in town|rich in spirit	[sound:row1264_chunk1.wav]|[sound:row1264_chunk2.wav]|[sound:row1264_chunk3.wav]
사흘	three days	*사흘* 동안|*사흘* 뒤에|*사흘* 연속	for three days|three days later|three days in a row	[sound:row1265_chunk1.wav]|[sound:row1265_chunk2.wav]|[sound:row1265_chunk3.wav]
손자	grandson	귀여운 *손자*|*손자를* 보다|*손자* 녀석	cute grandson|to get a grandson|that grandson of mine	[sound:row1266_chunk1.wav]|[sound:row1266_chunk2.wav]|[sound:row1266_chunk3.wav]
신랑	groom	새 *신랑*|멋진 *신랑*|*신랑* 친구	new groom|handsome groom|friend of the groom	[sound:row1267_chunk1.wav]|[sound:row1267_chunk2.wav]|[sound:row1267_chunk3.wav]
제법	quite	*제법* 잘하다|*제법* 춥다|*제법* 맛있다	to do quite well|to be quite cold|to be quite tasty	[sound:row1268_chunk1.wav]|[sound:row1268_chunk2.wav]|[sound:row1268_chunk3.wav]
화가	painter	유명한 *화가*|*화가가* 되다|천재 *화가*	famous painter|to become an artist|genius painter	[sound:row1269_chunk1.wav]|[sound:row1269_chunk2.wav]|[sound:row1269_chunk3.wav]
구경하다	to sightsee	시내를 *구경하다*|꽃 *구경하다*|싸움을 *구경하다*	to sightsee downtown|to look at flowers|to watch a fight	[sound:row1270_chunk1.wav]|[sound:row1270_chunk2.wav]|[sound:row1270_chunk3.wav]
국물	soup	*국물이* 시원하다|*국물을* 마시다|고기 *국물*	the broth is refreshing|to drink the soup|meat broth	[sound:row1271_chunk1.wav]|[sound:row1271_chunk2.wav]|[sound:row1271_chunk3.wav]
말씀드리다	to tell (honorific)	선생님께 *말씀드리다*|솔직히 *말씀드리다*|부모님께 *말씀드려라*	to tell the teacher|to tell honestly|tell your parents	[sound:row1272_chunk1.wav]|[sound:row1272_chunk2.wav]|[sound:row1272_chunk3.wav]
멀어지다	to grow distant	사이가 *멀어지다*|점점 *멀어지다*|기회가 *멀어지다*	to grow apart|to get further away|opportunity drifts away	[sound:row1273_chunk1.wav]|[sound:row1273_chunk2.wav]|[sound:row1273_chunk3.wav]
불쌍하다	to be pitiful	정말 *불쌍하다*|*불쌍한* 사람|아이를 *불쌍히* 여기다	to be truly pitiful|pitiful person|to feel sorry for a child	[sound:row1274_chunk1.wav]|[sound:row1274_chunk2.wav]|[sound:row1274_chunk3.wav]
실력	skill	한국어 *실력*|*실력이* 늘다|*실력을* 발휘하다	Korean language skill|skills improve|to show one's ability	[sound:row1275_chunk1.wav]|[sound:row1275_chunk2.wav]|[sound:row1275_chunk3.wav]
야채	vegetable	신선한 *야채*|*야채* 샐러드|*야채를* 볶다	fresh vegetables|vegetable salad|to stir-fry vegetables	[sound:row1276_chunk1.wav]|[sound:row1276_chunk2.wav]|[sound:row1276_chunk3.wav]
울음	crying	*울음이* 터지다|아이의 *울음*|*울음을* 그치다	to burst into tears|child's crying|to stop crying	[sound:row1277_chunk1.wav]|[sound:row1277_chunk2.wav]|[sound:row1277_chunk3.wav]
전부	all	그게 *전부*예요|돈을 *전부* 쓰다|*전부가* 아니다	that's all|to spend all the money|it's not everything	[sound:row1278_chunk1.wav]|[sound:row1278_chunk2.wav]|[sound:row1278_chunk3.wav]
즐거움	joy	사는 *즐거움*|큰 *즐거움*|*즐거움을* 주다	joy of living|great pleasure|to give joy	[sound:row1279_chunk1.wav]|[sound:row1279_chunk2.wav]|[sound:row1279_chunk3.wav]
지다	to lose	경기에 *지다*|싸움에서 *지다*|가위바위보에 *지다*	to lose a game|to lose a fight|to lose at rock-paper-scissors	[sound:row1280_chunk1.wav]|[sound:row1280_chunk2.wav]|[sound:row1280_chunk3.wav]
친하다	to be close	*친한* 친구|둘이 아주 *친하다*|*친하게* 지내다	close friend|the two are very close|to be on close terms	[sound:row1281_chunk1.wav]|[sound:row1281_chunk2.wav]|[sound:row1281_chunk3.wav]
곧바로	straightaway	집으로 *곧바로* 가다|*곧바로* 시작하다|*곧바로* 대답하다	to go straight home|to start immediately|to answer right away	[sound:row1282_chunk1.wav]|[sound:row1282_chunk2.wav]|[sound:row1282_chunk3.wav]
깊이	depth	물의 *깊이*|*깊이를* 재다|생각의 *깊이*	depth of water|to measure depth|depth of thought	[sound:row1283_chunk1.wav]|[sound:row1283_chunk2.wav]|[sound:row1283_chunk3.wav]
나뭇가지	tree branch	*나뭇가지에* 앉다|부러진 *나뭇가지*|*나뭇가지를* 꺾다	to sit on a branch|broken tree branch|to break a branch	[sound:row1284_chunk1.wav]|[sound:row1284_chunk2.wav]|[sound:row1284_chunk3.wav]
낫다	to recover	병이 다 *낫다*|빨리 *나으세요*|감기가 *나았다*	to be fully recovered|get well soon|cold got better	[sound:row1285_chunk1.wav]|[sound:row1285_chunk2.wav]|[sound:row1285_chunk3.wav]
답하다	to answer	질문에 *답하다*|메일에 *답하다*|짧게 *답하다*	to answer a question|to reply to an email|to answer briefly	[sound:row1286_chunk1.wav]|[sound:row1286_chunk2.wav]|[sound:row1286_chunk3.wav]
더위	the heat	*더위를* 먹다|여름 *더위*|*더위를* 식히다	to suffer from heatstroke|summer heat|to cool off from the heat	[sound:row1287_chunk1.wav]|[sound:row1287_chunk2.wav]|[sound:row1287_chunk3.wav]
서너	three or four	사과 *서너* 개|*서너* 명|*서너* 번	three or four apples|three or four people|three or four times	[sound:row1288_chunk1.wav]|[sound:row1288_chunk2.wav]|[sound:row1288_chunk3.wav]
실패	failure	계획의 *실패*|*실패를* 두려워하다|*실패로* 끝나다	failure of a plan|to fear failure|to end in failure	[sound:row1289_chunk1.wav]|[sound:row1289_chunk2.wav]|[sound:row1289_chunk3.wav]
웃기다	to be funny	정말 *웃기다*|사람을 *웃기다*|*웃기는* 이야기	to be really funny|to make people laugh|funny story	[sound:row1290_chunk1.wav]|[sound:row1290_chunk2.wav]|[sound:row1290_chunk3.wav]
유리	glass	*유리* 창문|*유리가* 깨지다|*유리* 컵	glass window|glass breaks|glass cup	[sound:row1291_chunk1.wav]|[sound:row1291_chunk2.wav]|[sound:row1291_chunk3.wav]
쥐	mouse	*쥐를* 잡다|생*쥐*|*쥐* 구멍	to catch a mouse|field mouse|mouse hole	[sound:row1292_chunk1.wav]|[sound:row1292_chunk2.wav]|[sound:row1292_chunk3.wav]
턱	jaw	*턱을* 괴다|*턱이* 아프다|뾰족한 *턱*	to rest one's chin on hands|jaw hurts|pointed chin	[sound:row1293_chunk1.wav]|[sound:row1293_chunk2.wav]|[sound:row1293_chunk3.wav]
팔리다	to be sold	잘 *팔리다*|전부 *팔렸다*|비싸게 *팔리다*	to sell well|everything is sold out|to be sold at a high price	[sound:row1294_chunk1.wav]|[sound:row1294_chunk2.wav]|[sound:row1294_chunk3.wav]
하하	haha	*하하* 웃다|*하하* 즐겁다|큰 소리로 *하하*	to laugh haha|haha happy|haha loudly	[sound:row1295_chunk1.wav]|[sound:row1295_chunk2.wav]|[sound:row1295_chunk3.wav]
형부	brother-in-law	우리 *형부*|*형부와* 언니|새 *형부*	my brother-in-law|brother-in-law and older sister|new brother-in-law	[sound:row1296_chunk1.wav]|[sound:row1296_chunk2.wav]|[sound:row1296_chunk3.wav]
금년	this year	*금년* 운세|*금년* 여름|*금년에* 졸업하다	this year's fortune|this summer|to graduate this year	[sound:row1297_chunk1.wav]|[sound:row1297_chunk2.wav]|[sound:row1297_chunk3.wav]
까맣다	to be black	머리가 *까맣다*|*까만* 봉지|속이 *까맣게* 타다	hair is black|black plastic bag|to be very worried	[sound:row1298_chunk1.wav]|[sound:row1298_chunk2.wav]|[sound:row1298_chunk3.wav]
대학원	graduate school	*대학원에* 진학하다|*대학원* 학생|*대학원* 졸업	to go to graduate school|graduate student|graduate school graduation	[sound:row1299_chunk1.wav]|[sound:row1299_chunk2.wav]|[sound:row1299_chunk3.wav]
더럽다	to be dirty	손이 *더럽다*|방이 *더럽다*|기분이 *더럽다*	hands are dirty|room is messy|to feel terrible	[sound:row1300_chunk1.wav]|[sound:row1300_chunk2.wav]|[sound:row1300_chunk3.wav]
등록	registration	수강 *등록*|*등록을* 마치다|회원 *등록*	course registration|to finish registration|membership registration	[sound:row1301_chunk1.wav]|[sound:row1301_chunk2.wav]|[sound:row1301_chunk3.wav]
무늬	pattern	꽃 *무늬*|*무늬가* 화려하다|줄무늬 *무늬*	flower pattern|the pattern is fancy|striped pattern	[sound:row1302_chunk1.wav]|[sound:row1302_chunk2.wav]|[sound:row1302_chunk3.wav]
문장	sentence	쉬운 *문장*|*문장을* 만들다|긴 *문장*	easy sentence|to make a sentence|long sentence	[sound:row1303_chunk1.wav]|[sound:row1303_chunk2.wav]|[sound:row1303_chunk3.wav]
변호사	lawyer	*변호사를* 선임하다|유능한 *변호사*|*변호사가* 되다	to hire a lawyer|capable lawyer|to become a lawyer	[sound:row1304_chunk1.wav]|[sound:row1304_chunk2.wav]|[sound:row1304_chunk3.wav]
지점	point	출발 *지점*|사고 *지점*|도착 *지점*	starting point|location of the accident|arrival point	[sound:row1305_chunk1.wav]|[sound:row1305_chunk2.wav]|[sound:row1305_chunk3.wav]
귀국하다	to return to one's country	한국으로 *귀국하다*|조만간 *귀국하다*|어제 *귀국했다*	to return to Korea|to return home soon|returned to the country yesterday	[sound:row1306_chunk1.wav]|[sound:row1306_chunk2.wav]|[sound:row1306_chunk3.wav]
기뻐하다	to be happy	진심으로 *기뻐하다*|합격을 *기뻐하다*|아이처럼 *기뻐하다*	to be sincerely happy|to rejoice at passing|to be happy like a child	[sound:row1307_chunk1.wav]|[sound:row1307_chunk2.wav]|[sound:row1307_chunk3.wav]
내려놓다	to put down	짐을 *내려놓다*|컵을 *내려놓다*|부담을 *내려놓다*	to put down luggage|to set down a cup|to let go of a burden	[sound:row1308_chunk1.wav]|[sound:row1308_chunk2.wav]|[sound:row1308_chunk3.wav]
당근	carrot	*당근을* 썰다|말린 *당근*|볶은 *당근*	to chop carrots|dried carrot|stir-fried carrot	[sound:row1309_chunk1.wav]|[sound:row1309_chunk2.wav]|[sound:row1309_chunk3.wav]
불행하다	to be unhappy	*불행한* 사고|정말 *불행하다*|*불행하게* 살다	unfortunate accident|to be truly unhappy|to live unhappily	[sound:row1310_chunk1.wav]|[sound:row1310_chunk2.wav]|[sound:row1310_chunk3.wav]
외롭다	to be lonely	혼자라 *외롭다*|*외로운* 사람|밤마다 *외롭다*	to be lonely alone|lonely person|to be lonely every night	[sound:row1311_chunk1.wav]|[sound:row1311_chunk2.wav]|[sound:row1311_chunk3.wav]
절	bow	큰 *절을* 올리다|세배 *절*|*절을* 하다	to make a big bow|New Year's bow|to bow	[sound:row1312_chunk1.wav]|[sound:row1312_chunk2.wav]|[sound:row1312_chunk3.wav]
지난번	last time	*지난번* 약속|*지난번에* 만났다|*지난번* 일	last appointment|met last time|what happened last time	[sound:row1313_chunk1.wav]|[sound:row1313_chunk2.wav]|[sound:row1313_chunk3.wav]
파일	file	*파일을* 열다|*파일을* 삭제하다|압축 *파일*	to open a file|to delete a file|compressed file	[sound:row1314_chunk1.wav]|[sound:row1314_chunk2.wav]|[sound:row1314_chunk3.wav]
화분	flower pot	*화분을* 키우다|예쁜 *화분*|*화분에* 물주기	to grow a flower pot|pretty flower pot|watering the pot	[sound:row1315_chunk1.wav]|[sound:row1315_chunk2.wav]|[sound:row1315_chunk3.wav]
갈색	brown	*갈색* 머리|*갈색* 구두|짙은 *갈색*	brown hair|brown shoes|dark brown	[sound:row1316_chunk1.wav]|[sound:row1316_chunk2.wav]|[sound:row1316_chunk3.wav]
반찬	side dish	맛있는 *반찬*|*반찬을* 만들다|밑*반찬*	delicious side dish|to make side dishes|basic side dishes	[sound:row1317_chunk1.wav]|[sound:row1317_chunk2.wav]|[sound:row1317_chunk3.wav]
소개되다	to be introduced	책에 *소개되다*|뉴스로 *소개되다*|널리 *소개되다*	to be introduced in a book|to be featured on the news|to be widely introduced	[sound:row1318_chunk1.wav]|[sound:row1318_chunk2.wav]|[sound:row1318_chunk3.wav]
씨	seed	*씨를* 심다|수박 *씨*|*씨가* 없다	to plant a seed|watermelon seed|to be seedless	[sound:row1319_chunk1.wav]|[sound:row1319_chunk2.wav]|[sound:row1319_chunk3.wav]
안쪽	inner side	집 *안쪽*|*안쪽에* 앉다|*안쪽* 주머니	inside the house|to sit on the inside|inner pocket	[sound:row1320_chunk1.wav]|[sound:row1320_chunk2.wav]|[sound:row1320_chunk3.wav]
오가다	to come and go	사람들이 *오가다*|자주 *오가다*|소식이 *오가다*	people come and go|to come and go often|news goes back and forth	[sound:row1321_chunk1.wav]|[sound:row1321_chunk2.wav]|[sound:row1321_chunk3.wav]
전날	the day before	사고 *전날*|*전날* 밤|떠나기 *전날*	the day before the accident|the previous night|the day before leaving	[sound:row1322_chunk1.wav]|[sound:row1322_chunk2.wav]|[sound:row1322_chunk3.wav]
계산기	calculator	전자 *계산기*|*계산기로* 두드리다|*계산기가* 필요하다	electronic calculator|to use a calculator|to need a calculator	[sound:row1323_chunk1.wav]|[sound:row1323_chunk2.wav]|[sound:row1323_chunk3.wav]
그렇지	right	*그렇지*, 맞아|*그렇지* 않아|*그렇지*?	right, that's it|it's not like that|right?	[sound:row1324_chunk1.wav]|[sound:row1324_chunk2.wav]|[sound:row1324_chunk3.wav]
깨다	to break	그릇을 *깨다*|기록을 *깨다*|침묵을 *깨다*	to break a dish|to break a record|to break the silence	[sound:row1325_chunk1.wav]|[sound:row1325_chunk2.wav]|[sound:row1325_chunk3.wav]
등	grade	일 *등*|수학 이 *등*|꼴 *등*	first place|second place in math|last place	[sound:row1326_chunk1.wav]|[sound:row1326_chunk2.wav]|[sound:row1326_chunk3.wav]
세다	to be strong	힘이 *세다*|바람이 *세다*|고집이 *세다*	to be strong|wind is strong|to be stubborn	[sound:row1327_chunk1.wav]|[sound:row1327_chunk2.wav]|[sound:row1327_chunk3.wav]
소개	introduction	자기 *소개*|친구 *소개*|*소개*팅	self-introduction|introduction of a friend|blind date	[sound:row1328_chunk1.wav]|[sound:row1328_chunk2.wav]|[sound:row1328_chunk3.wav]
수화기	telephone receiver	*수화기를* 들다|*수화기를* 놓다|*수화기* 너머	to pick up the receiver|to hang up|over the receiver	[sound:row1329_chunk1.wav]|[sound:row1329_chunk2.wav]|[sound:row1329_chunk3.wav]
애인	lover	*애인이* 있다|옛 *애인*|*애인과* 헤어지다	to have a lover|ex-lover|to break up with a lover	[sound:row1330_chunk1.wav]|[sound:row1330_chunk2.wav]|[sound:row1330_chunk3.wav]
