Index|Lesson|Unit|Dialogue|Korean|English|Hanja|Explanation|Korean Chunk 1|English Chunk 1|Korean Chunk 2|English Chunk 2
480|16|1|Dialogue|잔소리가많다|to nag a lot||nagging, many|잔소리가 많은 부모|parents who nag a lot|잔소리 많이 하다|to nag a lot
481|16|1|Dialogue|해결책을찾다|to find a solution|解決策을찾다|solve, decide, plan, find|해결책을 찾다|to find solution|찾은 방법|found method
482|16|2|Dialogue|고민|worry|苦悶|suffering, distress|크나큰 고민|big worry|고민 상담|worry counseling
483|16|2|Dialogue|사실|actually|事實|thing, real|사실대로 말하다|to speak truthfully|사실은|actually
484|16|2|Dialogue|발음|pronunciation|發音|emit, sound|정확한 발음|accurate pronunciation|발음 연습|pronunciation practice
485|16|2|Dialogue|점수|grade|點數|point, number|좋은 점수|good grade|점수 받다|to get grade
486|16|2|Dialogue|걱정스럽다|to be worrisome| 걱정스럽다|worry, -like|걱정스러운 소식|worrisome news|걱정스럽게 보다|to watch worriedly
487|16|2|Dialogue|자연스럽다|to be natural|自然스럽다|self, natural, -like|자연스러운 대화|natural conversation|자연스럽게 행동|to act naturally
488|16|2|Dialogue|쓸데없이|needlessly||use, place, without|쓸데없이 걱정|needless worry|쓸데없이 말 많다|to talk unnecessarily much
489|16|2|Dialogue|틀림없이|undoubtedly||error, without|틀림없이 올 거야|will undoubtedly come|틀림없는 사실|undoubted fact
490|16|2|Dialogue|조언|advice|助言|help, word|좋은 조언|good advice|조언 구하다|to seek advice
491|16|2|Dialogue|충고|warning|忠告|loyal, tell|진심 충고|sincere advice|충고 잘 듣다|to listen well to advice
492|16|2|Dialogue|따르다|to follow||follow|조언을 따르다|to follow advice|따른 결과|followed result
493|16|2|Dialogue|해결하다|to resolve|解決하다|solve, decide, do|문제를 해결하다|to solve problem|해결된 일|resolved matter
494|16|2|Expanded|구하다|to ask for (advice)|求하다|seek, do|도움을 구하다|to ask for help|구한 조언|requested advice
495|16|2|Expanded|풀다|to solve||solve, untie|고민을 풀다|to solve worry|푼 문제|solved problem
496|17|1|Dialogue|번역|translation|飜譯|turn over, translate|영어 번역|English translation|번역 작업|translation work
497|17|1|Dialogue|복사기|copy machine|複寫機|duplicate, copy, machine|복사기 사용|copier use|복사기 고장|copier breakdown
498|17|1|Dialogue|추천서|letter of recommendation|推薦書|push, recommend, document|교수 추천서|professor recommendation|추천서 작성|writing recommendation
499|17|1|Dialogue|통역|interpretation|通譯|pass, translate|실시간 통역|real-time interpretation|통역 사격|interpretation work
500|17|1|Dialogue|갑작스럽다|to be sudden|突然스럽다|sudden, -like|갑작스런 변화|sudden change|갑작스럽게 오다|to come suddenly
501|17|1|Dialogue|귀하다|to be precious|貴重하다|precious, heavy, do|귀한 시간|precious time|귀하게 여기다|to value highly
502|17|1|Dialogue|수입하다|to import|輸入하다|transport, enter, do|외국 제품 수입하다|to import foreign products|수입한 상품|imported product
503|17|1|Dialogue|다행스럽다|to be fortunate|多幸스럽다|many, fortunate, -like|다행스러운 소식|fortunate news|다행스럽게도|fortunately
504|17|1|Dialogue|변덕스럽다|to be capricious|變덕스럽다|change, virtue, -like|변덕스러운 날씨|capricious weather|변덕스럽게 행동|to act capriciously
505|17|1|Dialogue|사랑스럽다|to be lovable|사랑스럽다|love, -like|사랑스러운 아이|lovable child|사랑스럽게 보다|to look lovingly
506|17|1|Dialogue|조심스럽다|to be careful|小心스럽다|small, heart, -like|조심스러운 행동|careful behavior|조심스럽게 다루다|to handle carefully
507|17|1|Dialogue|후회스럽다|to be regrettable|後悔스럽다|after, regret, -like|후회스러운 결정|regrettable decision|후회스럽게 생각|to think regretfully
508|17|2|Dialogue|갚다|to pay back||repay|빚을 갚다|to repay debt|갚은 돈|repaid money
509|17|2|Dialogue|꾸다|to borrow||borrow|돈을 꾸다|to borrow money|꾼 금액|borrowed amount
510|17|2|Dialogue|섭섭하다|to be upset||disappointed|섭섭한 마음|disappointed heart|섭섭해하지 마|don't be upset
511|17|2|Dialogue|솔직하다|to be honest|率直하다|lead, straight, do|솔직한 대답|honest answer|솔직하게 말하다|to speak honestly
512|17|2|Dialogue|실망하다|to be disappointed|失望하다|lose, hope, do|결과에 실망하다|disappointed with results|실망한 표정|disappointed expression
513|17|2|Dialogue|후회하다|to regret|後悔하다|after, regret, do|선택을 후회하다|to regret choice|후회하지 마|don't regret
514|17|2|Dialogue|거절하다|to refuse|拒絶하다|resist, cut, do|제안을 거절하다|to refuse offer|거절당하다|to be refused
515|17|2|Dialogue|곤란하다|to be difficult or awkward|困難하다|difficult, hard, do|곤란한 상황|difficult situation|곤란하게 만들다|to make difficult
516|17|2|Dialogue|거절을당하다|to be refused|拒絶을當하다|resist, cut, bear, do|거절을 당하다|to be refused|당한 기분|feeling of being refused
517|17|2|Dialogue|돌려서말하다|to say something indirectly||turn, speak|돌려서 말하다|to speak indirectly|말한 내용|spoken content
518|17|2|Dialogue|직접적으로말하다|to say something directly|直接的으로말하다|straight, connect, -ly, speak|직접적으로 말하다|to speak directly|말하는 방식|way of speaking
519|18|1|Dialogue|맛집|highly recommended restaurant||taste, house|유명 맛집|famous restaurant|맛집 탐방|restaurant exploration
520|18|1|Dialogue|별미|delicacy|別味|separate, taste|특별한 별미|special delicacy|별미 음식|delicacy food
521|18|1|Dialogue|양|portion|量|amount|적당한 양|appropriate amount|양 조절|portion control
522|18|1|Dialogue|겹치다|to overlap with||overlap|일정이 겹치다|schedules overlap|겹친 시간|overlapping time
523|18|1|Dialogue|들르다|to stop by||stop by|카페에 들르다|to stop by cafe|들른 곳|visited place
524|18|1|Dialogue|꽤|very||quite|꽤 어렵다|quite difficult|꽤 오래|quite long
525|18|1|Dialogue|번개모임|unplanned get-together||lightning, meeting|번개모임 참석|attending impromptu gathering|번개모임 만들기|creating impromptu meetup
526|18|1|Dialogue|술자리|meeting with drinks||alcohol, place|즐거운 술자리|enjoyable drinking gathering|술자리 대화|drinking gathering conversation
527|18|1|Dialogue|온라인동호회|online club|オン라인同好會|same, like, meeting|온라인동호회 가입|joining online club|온라인동호회 활동|online club activity
528|18|1|Dialogue|유지|maintenance|維持|maintain, hold|관계 유지|maintaining relationship|유지 비용|maintenance cost
529|18|1|Dialogue|정기모임|regular meeting|定期會議|regular, period, meet, discuss|정기모임 참석|attending regular meeting|정기모임 일정|regular meeting schedule
530|18|1|Dialogue|차|round|次|order|다음 차|next round|차례대로|in order
531|18|1|Dialogue|친분|acquaintance|親分|intimate, portion|오랜 친분|long acquaintance|친분 쌓기|building acquaintance
532|18|2|Dialogue|과제|assignment|課題|lesson, matter|중요한 과제|important assignment|과제 제출|assignment submission
533|18|2|Dialogue|자료|material|資料|material, material|참고 자료|reference material|자료 수집|material collection
534|18|2|Dialogue|부족하다|to lack|不足하다|not, enough, do|시간이 부족하다|lack of time|부족한 점|lacking points
535|18|2|Dialogue|별일|special plans|別事|separate, matter|별일 없이|without special plans|별일 없는 하루|day without special events
536|18|2|Dialogue|자신|confidence|自身|self, body|자신 있어요|I have confidence|자신감|self-confidence
537|18|2|Dialogue|불가능하다|to be impossible|不可能하다|not, able, ability, do|불가능한 일|impossible task|불가능해 보이다|to seem impossible
538|18|2|Dialogue|이대로|in this state; like this||this, state|이대로 좋아|fine as it is|이대로 가다|to continue like this
539|18|2|Dialogue|적어도|at least|至少|reach, few|적어도 한 번|at least once|적어도 이 정도|at least this much
540|18|2|Dialogue|부자연스럽다|to be unnatural|不自然스럽다|not, self, natural, -like|부자연스러운 움직임|unnatural movement|부자연스럽게 말하다|to speak unnaturally
541|18|2|Dialogue|부정확하다|to be inaccurate|不正確하다|not, correct, certain, do|부정확한 정보|inaccurate information|부정확하게 알리다|to inform inaccurately
542|18|2|Dialogue|부주의하다|to be careless|不注意하다|not, pour, meaning, do|부주의한 실수|careless mistake|부주의하게 행동|to act carelessly
543|18|2|Dialogue|불친절하다|to be unfriendly|不親切하다|not, intimate, cut, do|불친절한 응대|unfriendly response|불친절하게 대하다|to treat unfriendly
544|18|2|Dialogue|불합격하다|to fail|不合格하다|not, fit, qualify, do|시험 불합격하다|to fail exam|불합격 통보|failure notification
545|18|2|Dialogue|불확실하다|to be uncertain|不確實하다|not, certain, real, do|불확실한 미래|uncertain future|불확실하게 보이다|to seem uncertain
546|19|1|Dialogue|고궁|old palace|古宮|old, palace|서울 고궁|Seoul old palace|고궁 관람|palace viewing
547|19|1|Dialogue|덕수궁|Deoksugung Palace|德壽宮|virtue, longevity, palace|덕수궁 돌담길|Deoksugung stone wall path|덕수궁 방문|Deoksugung visit
548|19|1|Dialogue|민속놀이|traditional folk games|民俗놀이|people, custom, play|전통 민속놀이|traditional folk games|민속놀이 체험|folk game experience
549|19|1|Dialogue|윷놀이|Yunnori||yut, play|설날 윷놀이|New Year's yut game|윷놀이 규칙|yut game rules
550|19|1|Dialogue|인원수|the number of people|人員數|person, member, number|적정 인원수|appropriate number of people|인원수 확인|checking headcount
551|19|1|Dialogue|맞다|to greet||correct, hit|새해를 맞다|to greet new year|맞이하는 자리|welcoming occasion
552|19|1|Dialogue|연날리기|flying a kite|鳶날리기|kite, fly|봄철 연날리기|spring kite flying|연날리기 대회|kite flying competition
553|19|1|Dialogue|제기차기|Jegichagi||shuttlecock, kick|제기차기 놀이|jegichagi play|제기차기 방법|jegichagi method
554|19|1|Dialogue|날리다|to fly||fly|연을 날리다|to fly kite|날린 높이|flown height
555|19|1|Dialogue|이기다|to win||win|게임에서 이기다|to win game|이긴 팀|winning team
556|19|1|Dialogue|편|team|便|convenient|우리 편|our team|편 가르기|dividing teams
557|19|1|Dialogue|비기다|to be tied||tie|경기가 비기다|game ties|비긴 점수|tied score
558|19|1|Dialogue|지다|to lose||lose|시합에서 지다|to lose match|진 이유|reason for losing
559|19|1|Dialogue|차다|to kick||kick|공을 차다|to kick ball|차는 힘|kicking power
560|19|2|Dialogue|삼삼오오|in small groups|三三五五|three, three, five, five|삼삼오오 모이다|to gather in small groups|삼삼오오 이야기|chatting in small groups
561|19|2|Dialogue|신세대|new generation|新世代|new, world, generation|현대 신세대|modern new generation|신세대 문화|new generation culture
562|19|2|Dialogue|여가|leisure|餘暇|leftover, free time|여가 활동|leisure activity|여가 시간|leisure time
563|19|2|Dialogue|역할|role|役割|role, divide|중요한 역할|important role|역할 분담|role division
564|19|2|Dialogue|요새|these days||these days|요새 유행|trendy these days|요새 어떻게 지내?|how have you been lately?
565|19|2|Dialogue|뛰어놀다|to run and play||run, play|아이들이 뛰어놀다|children running and playing|뛰어노는 모습|playing and running
566|19|2|Dialogue|빠지다|to get addicted to||fall into|게임에 빠지다|to get addicted to games|빠진 상태|addicted state
567|19|2|Dialogue|확실히|surely|確實히|certain, real, -ly|확실히 알다|to know for sure|확실히 다르다|definitely different
568|19|2|Expanded|다다익선|the more the better|多多益善|many, many, benefit, good|다다익선 원칙|the more the better principle|다다익선으로|following "more is better"
569|19|2|Expanded|동문서답|incoherent reply|東問西答|east, ask, west, answer|동문서답 하는 사람|person giving incoherent answers|동문서답하지 마|don't give irrelevant answers
570|19|2|Expanded|십중팔구|in nine out of ten cases|十中八九|ten, middle, eight, nine|십중팔구 그래|nine times out of ten yes|십중팔구 맞다|correct in most cases
571|19|2|Expanded|이심전심|tacit understanding|以心傳心|with, heart, transmit, heart|이심전심 통하다|tacit understanding works|이심전심으로|through tacit understanding
572|19|2|Expanded|일석이조|killing two birds with one stone|一石二鳥|one, stone, two, birds|일석이조 효과|killing two birds effect|일석이조의 방법|method for two benefits
573|19|2|Expanded|횡설수설|gibberish|橫說豎說|horizontal, speak, vertical, speak|횡설수설 말하다|to speak gibberish|횡설수설하지 마|don't talk nonsense
574|20|1|Dialogue|기능|function|機能|skill, ability|다양한 기능|various functions|기능 추가|adding functions
575|20|1|Dialogue|메모리|memory||memory|충분한 메모리|sufficient memory|메모리 부족|insufficient memory
576|20|1|Dialogue|전국|nationwide|全國|entire, country|전국 방방곡곡|throughout the country|전국 네트워크|nationwide network
577|20|1|Dialogue|막차|final bus|末車|end, car|막차 시간|last bus time|막차 놓치다|to miss last bus
578|20|1|Dialogue|앱|app||app|유용한 앱|useful app|앱 다운로드|app download
579|20|1|Dialogue|필수|requirement; a must|必須|certain, need|필수 조건|required condition|필수 항목|required item
580|20|1|Dialogue|다양하다|to be diverse|多樣하다|many, form, do|다양한 선택|diverse choices|다양하게 활용|utilizing diversely
581|20|1|Dialogue|살펴보다|to take a look||examine, see|주변을 살펴보다|to look around|살펴본 결과|examined result
582|20|1|Dialogue|놓치다|to miss||miss|기회를 놓치다|to miss opportunity|놓친 것|missed thing
583|20|1|Expanded|콘센트|(electrical) outlet||concentric|콘센트 위치|outlet location|콘센트 연결|outlet connection
584|20|1|Expanded|파이팅|way to go||fighting|파이팅 하자|let's fight|파이팅 외치다|to cheer "fighting"
585|20|1|Expanded|플러그|plug||plug|플러그 꽂다|to plug in|플러그 모양|plug shape
586|20|1|Expanded|카센터|auto repair center||car, center|카센터 방문|auto center visit|카센터 수리|auto center repair
587|20|1|Expanded|커닝|cheating||cunning|시험 커닝|exam cheating|커닝 방지|cheating prevention
588|20|1|Expanded|핸들|steering wheel||handle|핸들 잡다|to hold steering wheel|핸들 조작|steering operation
589|20|1|Expanded|링거|IV||ringer|링거 맞다|to get IV|링거 병동|IV ward
590|20|1|Expanded|매니큐어|nail polish||manicure|매니큐어 칠하다|to apply nail polish|매니큐어 지우다|to remove nail polish
591|20|1|Expanded|멀티탭|extension cord||multi, tap|멀티탭 사용|using extension cord|멀티탭 연결|extension cord connection
592|20|1|Expanded|밴드|bandaid||band|밴드 붙이다|to put on bandaid|밴드 떼다|to remove bandaid
593|20|1|Expanded|블루투스|Bluetooth||Bluetooth|블루투스 연결|Bluetooth connection|블루투스 기기|Bluetooth device
594|20|1|Expanded|쇼핑백|shopping bag||shopping, bag|쇼핑백 들다|to carry shopping bag|쇼핑백 디자인|shopping bag design
595|20|1|Expanded|아이쇼핑|window shopping||eye, shopping|아이쇼핑 하다|to window shop|아이쇼핑 즐기다|to enjoy window shopping
596|20|1|Expanded|알레르기|allergy||allergy|알레르기 반응|allergic reaction|알레르기 약|allergy medicine
597|20|1|Expanded|엠티|MT||membership training|엠티 참가|MT participation|엠티 준비|MT preparation
598|20|1|Expanded|오토바이|motorcycle||auto, bike|오토바이 타다|to ride motorcycle|오토바이 운전|motorcycle driving
599|20|1|Expanded|오픈카|convertible||open, car|오픈카 드라이브|convertible drive|오픈카 렌트|convertible rental
600|20|1|Expanded|추리닝|sweatsuit||training|편한 추리닝|comfortable sweatsuit|추리닝 입다|to wear sweatsuit
601|20|1|Expanded|캠퍼스|campus||campus|대학 캠퍼스|university campus|캠퍼스 생활|campus life
602|20|1|Expanded|휠체어|wheelchair||wheel, chair|휠체어 이용|wheelchair use|휠체어 경로|wheelchair route
603|20|2|Dialogue|덕분|thanks to|德分|virtue, portion|친구 덕분|thanks to friend|덕분에 살았어|saved thanks to you
604|20|2|Dialogue|물가|price|物價|thing, price|물가 상승|price increase|물가 조사|price survey
605|20|2|Dialogue|고생하다|to suffer|苦生하다|suffering, life, do|많이 고생하다|to suffer a lot|고생한 보람|reward for suffering
606|20|2|Dialogue|주고받다|to give and take||give, receive|선물 주고받다|to exchange gifts|주고받은 말|words exchanged
607|20|2|Dialogue|아끼다|to save||save, cherish|돈을 아끼다|to save money|아낀 시간|saved time
608|20|2|Dialogue|유익하다|to be beneficial|有益하다|have, benefit, do|유익한 정보|beneficial information|유익하게 쓰다|to use beneficially
609|20|2|Dialogue|활용하다|to utilize|活用하다|live, use, do|시간을 활용하다|to utilize time|활용 방법|utilization method
610|20|2|Dialogue|보험|insurance|保險|protect, risk|건강 보험|health insurance|보험 가입|insurance enrollment
611|20|2|Dialogue|성적증명서|transcript|成績證明書|achieve, record, prove, clear, book|성적증명서 발급|transcript issuance|성적증명서 제출|transcript submission
612|20|2|Dialogue|실생활정보|information for daily life|實際生活情報|real, actual, life, live, emotion, report|실생활정보 제공|providing daily life info|실생활정보 활용|using daily life information
613|20|2|Dialogue|외국인등록증|foreigner registration card|外國人登錄證|outside, country, person, climb, record, evidence|외국인등록증 지참|bringing alien registration|외국인등록증 확인|checking alien registration
614|20|2|Dialogue|입학정보|enrollment information|入學情報|enter, study, emotion, report|입학정보 수집|collecting enrollment info|입학정보 제공|providing enrollment information
615|20|2|Dialogue|재학증명서|proof of enrollment|在學證明書|be, study, prove, clear, book|재학증명서 발급|issuing enrollment proof|재학증명서 필요|need enrollment certificate
616|20|2|Dialogue|졸업증명서|diploma|卒業證明書|finish, work, prove, clear, book|졸업증명서 받다|to receive diploma|졸업증명서 사본|diploma copy
617|20|2|Dialogue|지원서|application|志願書|will, wish, document|지원서 작성|application writing|지원서 제출|application submission
618|20|2|Dialogue|개통하다|to open|開通하다|open, pass, do|전화 개통하다|to open phone line|개통한 서비스|opened service
