Index|Lesson|Unit|Dialogue|Korean|English|Hanja|Explanation|Korean Chunk 1|English Chunk 1|Korean Chunk 2|English Chunk 2|Frequency
434|14|2|Dialogue|공공장소|public place|公共場所|public, public, place, place|공공장소에서|in a public place|공공장소 예절|public place etiquette|12655
28|1|2|Expanded|이력서|resume|履歷書|履歷書|이력서 작성|resume writing|이력서를 제출하다|to submit a resume|12876
358|12|1|Dialogue|식비|meal fee|食費|eat, expenses|하루 식비|daily meal cost|식비를 아끼다|to save on meal costs|12880
583|20|1|Expanded|콘센트|(electrical) outlet||concentric|콘센트에 꽂다|to plug into an outlet|콘센트가 어디예요?|where's the outlet?|13006
7|1|1|Dialogue|학과|department|學科|study, subject|경영학과|business department|학과 사무실|department office|13055
146|5|2|Dialogue|서투르다|to not be good at||clumsy|요리가 서투르다|not good at cooking|아직 서툴러요|I'm still clumsy|13134
365|12|1|Dialogue|교통비|transportation fee|交通費|exchange, pass, expenses|교통비 지원|transportation fee support|교통비가 비싸다|transportation fee is expensive|13166
71|3|1|Expanded|자연환경|natural environment|自然環境|self, natural, environment, boundary|깨끗한 자연환경|clean natural environment|자연환경을 보호하다|to protect the natural environment|13211
351|11|2|Expanded|전통문화|traditional culture|傳統文化|pass, continue, culture, change|한국 전통문화|Korean traditional culture|전통문화를 배우다|to learn traditional culture|13388
220|8|1|Dialogue|불규칙하다|to be irregular|不規則하다|not, rule, then, do|불규칙한 생활|irregular lifestyle|불규칙하게 먹다|to eat irregularly|13545
318|10|2|Expanded|깜박하다|to slip one's mind||to blink|깜박 잊다|to forget momentarily|깜박했어요|I forgot|13721
26|1|2|Expanded|생년월일|date of birth|生年月日|life, year, month, day|본인 생년월일|one's date of birth|생년월일을 적다|to write down date of birth|14300
572|19|2|Expanded|일석이조|killing two birds with one stone|一石二鳥|one, stone, two, birds|일석이조의 효과|the effect of killing two birds with one stone|일석이조예요|it's killing two birds with one stone|14456
160|6|1|Dialogue|아침저녁|mornings and evenings||morning, evening|아침저녁으로|in the mornings and evenings|아침저녁이 춥다|mornings and evenings are cold|14495
577|20|1|Dialogue|막차|final bus|末車|end, car|막차를 타다|to catch the last bus|막차 시간|last bus time|14588
198|7|1|Expanded|경기하다|to play a match|競技하다|compete, skill, do|축구 경기하다|to play a soccer match|내일 경기해요|we have a match tomorrow|14823
11|1|1|Expanded|새내기|freshman||new, sprout|대학 새내기|college freshman|새내기 파티|freshman party|14907
618|20|2|Dialogue|개통하다|to open|開通하다|open, pass, do|전화를 개통하다|to activate a phone|개통했어요|I activated it|15049
36|2|1|Dialogue|상담실|counseling office|相談室|mutual, talk, room|학생 상담실|student counseling office|상담실에 가다|to go to the counseling office|15188
168|6|1|Expanded|처방전|prescription|處方箋|handle, direction, slip|처방전 발급|prescription issuance|처방전을 받다|to receive a prescription|15254
528|18|1|Dialogue|유지|maintenance|維持|maintain, hold|관계를 유지하다|to maintain a relationship|유지하기 어려워요|it's hard to maintain|15415
366|12|1|Dialogue|숙박비|lodging fee|宿泊費|stay, lodge, expenses|숙박비 포함|including lodging fee|숙박비를 내다|to pay lodging fee|15416
421|14|1|Dialogue|벼룩시장|flea market||flea, market|벼룩시장 구경|browsing a flea market|벼룩시장에 가다|to go to a flea market|15494
47|2|1|Expanded|면담하다|to have an interview|面談하다|face, talk, do|교수님과 면담하다|to have an interview with professor|면담 시간을 잡다|to set an interview time|15511
590|20|1|Expanded|매니큐어|nail polish||manicure|매니큐어를 바르다|to apply nail polish|매니큐어 색깔|nail polish color|15518
192|7|1|Dialogue|상영하다|to show or put on the screen|上映하다|up, reflect, do|영화를 상영하다|to screen a movie|상영 중이에요|it's being screened|15525
191|7|1|Dialogue|매진되다|to be sold out|賣盡되다|sell, exhaust, become|표가 매진되다|tickets are sold out|벌써 매진됐어요|it's already sold out|16012
117|4|2|Dialogue|재활용품|recyclables|再活用品|again, live, use, product|재활용품 분리|recyclables separation|재활용품을 모으다|to collect recyclables|16129
589|20|1|Expanded|링거|IV||ringer|링거를 맞다|to get an IV|링거 맞고 있어요|I'm getting an IV|16496
553|19|1|Dialogue|제기차기|Jegichagi||shuttlecock, kick|제기차기 놀이|Jegichagi game|제기차기를 하다|to play Jegichagi|16526
435|14|2|Dialogue|노약자|the old and weak|老弱者|old, weak, person|노약자 좌석|seats for the elderly and weak|노약자를 배려하다|to be considerate of the elderly and weak|17153
229|8|1|Expanded|편식|be picky about food|偏食|lean, eat|편식하지 마세요|don't be picky about food|편식이 심하다|very picky about food|17188
600|20|1|Expanded|추리닝|sweatsuit||training|추리닝을 입다|to wear a sweatsuit|추리닝 바지|sweatpants|17454
225|8|1|Expanded|금연|no smoking|禁煙|forbid, smoke|금연 구역|no smoking area|금연하고 있어요|I'm quitting smoking|17516
182|6|2|Expanded|정형외과|orthopedics|整形外科|correct, form, outside, subject|정형외과 진료|orthopedic treatment|정형외과에 가다|to go to orthopedics|17570
504|17|1|Dialogue|변덕스럽다|to be capricious|變덕스럽다|change, virtue, -like|변덕스러운 날씨|capricious weather|변덕스러워요|you're capricious|17723
165|6|1|Expanded|식후|after meals|食後|eat, after|식후 30분|30 minutes after meals|식후에 드세요|take it after meals|17756
223|8|1|Expanded|과식|overeating|過食|exceed, eat|과식하지 마세요|don't overeat|과식이 문제예요|overeating is the problem|17771
397|13|1|Dialogue|특가|special price|特價|special, price|특가 세일|special price sale|특가로 팔아요|selling at a special price|18013
399|13|2|Dialogue|반팔|short sleeve|半팔|half, sleeve|반팔 티셔츠|short-sleeve T-shirt|반팔을 입다|to wear short sleeves|18511
226|8|1|Expanded|금주|no drinking|禁酒|forbid, alcohol|금주 중이에요|I'm abstaining from alcohol|금주를 시작하다|to start abstaining from alcohol|18627
546|19|1|Dialogue|고궁|old palace|古宮|old, palace|고궁을 구경하다|to tour an old palace|고궁에 가다|to go to an old palace|18718
591|20|1|Expanded|멀티탭|extension cord||multi, tap|멀티탭을 사다|to buy an extension cord|멀티탭이 필요해요|I need an extension cord|18793
561|19|2|Dialogue|신세대|new generation|新世代|new, world, generation|신세대 문화|new generation culture|신세대 젊은이|young people of the new generation|19073
161|6|1|Dialogue|진찰|medical examination|診察|diagnose, examine|진찰 시간|examination time|진찰을 받다|to receive an examination|19405
543|18|2|Dialogue|불친절하다|to be unfriendly|不親切하다|not, intimate, cut, do|불친절한 태도|unfriendly attitude|불친절해요|it's unfriendly|19414
236|8|2|Dialogue|헬스클럽|gym||health club (loanword)|헬스클럽 등록|gym registration|헬스클럽에 다니다|to go to the gym|19978
617|20|2|Dialogue|지원서|application|志願書|will, wish, document|지원서를 제출하다|to submit an application|지원서를 작성하다|to fill out an application|20011
361|12|1|Dialogue|안내원|guide|案內員|plan, inside, person|관광 안내원|tour guide|안내원을 찾다|to look for a guide|20165
541|18|2|Dialogue|부정확하다|to be inaccurate|不正確하다|not, correct, certain, do|부정확한 정보|inaccurate information|부정확해요|it's inaccurate|20232
570|19|2|Expanded|십중팔구|in nine out of ten cases|十中八九|ten, middle, eight, nine|십중팔구 올 거예요|he'll come in nine out of ten cases|십중팔구 그래요|it's like that nine times out of ten|20247
77|3|2|Dialogue|냉방|air-conditioning|冷房|cold, room|냉방 장치|air-conditioning system|냉방을 틀다|to turn on the air-conditioning|20261
498|17|1|Dialogue|추천서|letter of recommendation|推薦書|push, recommend, document|추천서를 쓰다|to write a letter of recommendation|추천서가 필요해요|I need a letter of recommendation|20296
24|1|2|Dialogue|지내보다|to get along with||pass, see|함께 지내보다|to spend time together|지내보니까 괜찮아요|after spending time, it's okay|30000
37|2|1|Dialogue|일정표|schedule|日程表|day, journey, table|이번 주 일정표|this week's schedule|일정표를 확인하다|to check the schedule|30000
41|2|1|Dialogue|그렇지않아도|as a matter of fact||that, not, also|그렇지않아도 연락하려고 했어요|I was going to contact you anyway|그렇지않아도 궁금했어요|I was curious about that anyway|30000
42|2|1|Expanded|상담내용|content of counseling|相談內容|mutual, talk, inside, contain|오늘 상담내용|today's counseling content|상담내용을 정리하다|to organize counseling content|30000
43|2|1|Expanded|온라인상담|online counseling|相談|mutual, talk|온라인상담 신청|online counseling application|온라인상담을 받다|to receive online counseling|30000
44|2|1|Expanded|전화상담|phone counseling|電話相談|electric, word, mutual, talk|전화상담 서비스|phone counseling service|전화상담을 하다|to do phone counseling|30000
45|2|1|Expanded|진학상담|academic counseling|進學相談|advance, study, mutual, talk|대학 진학상담|university admission counseling|진학상담을 받다|to receive academic counseling|30000
46|2|1|Expanded|취업상담|career counseling|就業相談|get, work, mutual, talk|취업상담 센터|career counseling center|취업상담을 신청하다|to apply for career counseling|30000
63|3|1|Dialogue|단독주택|house|單獨住宅|single, alone, live, house|2층 단독주택|two-story house|단독주택에 살다|to live in a house|30000
70|3|1|Expanded|교육환경|educational environment|教育環境|teach, educate, environment, boundary|좋은 교육환경|good educational environment|교육환경이 우수하다|educational environment is excellent|30000
72|3|1|Expanded|저층|low-rise|低層|low, layer|저층 건물|low-rise building|저층에 살다|to live on a low floor|30000
73|3|1|Expanded|편의시설|convenience facility|便宜施設|convenient, appropriate,施設|주변 편의시설|nearby convenience facilities|편의시설이 많다|there are many convenience facilities|30000
103|3|2|Expanded|켜지다|to be turned on||light|불이 켜지다|the light turns on|켜져 있어요|it's turned on|30000
107|4|1|Dialogue|포장이사|packing and moving service|包裝移徙|wrap, dress, move, change|포장이사 업체|packing and moving company|포장이사를 맡기다|to hire a packing service|30000
123|4|2|Expanded|종량제봉투|standard plastic trash bag|從量制封套|follow, amount, system, seal, bag|종량제봉투 구입|buying standard trash bags|종량제봉투에 버리다|to throw away in standard bags|30000
124|4|2|Expanded|음식물쓰레기|food trash|飮食物쓰레기|drink, eat, thing, trash|음식물쓰레기 처리|food trash disposal|음식물쓰레기를 버리다|to throw away food trash|30000
125|4|2|Expanded|일반쓰레기|non-food trash|一般쓰레기|one, general, trash|일반쓰레기 봉투|general trash bag|일반쓰레기로 버리다|to throw away as general trash|30000
137|5|1|Expanded|겨우|only||barely|겨우 한 개|only one|겨우 끝났어요|I barely finished|30000
140|5|1|Expanded|되게|very||become|되게 좋다|very good|되게 예뻐요|very pretty|30000
143|5|1|Expanded|하도|so much||so|하도 바빠서|because I'm so busy|하도 많아서|because there's so much|30000
144|5|2|Dialogue|영양|nutrition|營養|manage, nourish|영양 섭취|nutrition intake|영양이 풍부하다|rich in nutrition|30000
153|5|2|Expanded|인스턴트식품|instant foods|食品|eat, product|인스턴트식품 섭취|instant food consumption|인스턴트식품을 먹다|to eat instant foods|30000
154|5|2|Expanded|조리시간|cooking time|調理時間|adjust, reason, time, between|조리시간 단축|cooking time reduction|조리시간이 짧다|cooking time is short|30000
157|6|1|Dialogue|국제진료센터|International Health Care Center|國際診療센터|country, border, diagnose, treat, center|국제진료센터 예약|international clinic reservation|국제진료센터에 가다|to go to the international clinic|30000
167|6|1|Expanded|진찰실|treatment room|診察室|diagnose, examine, room|진찰실 입구|treatment room entrance|진찰실로 들어가다|to enter the treatment room|30000
177|6|2|Dialogue|삐다|to sprain||to twist|발목을 삐다|to sprain an ankle|삐었어요|I sprained it|30000
178|6|2|Dialogue|처방하다|to prescribe|處方하다|handle, direction, do|약을 처방하다|to prescribe medicine|처방해 드릴게요|I'll prescribe for you|30000
180|6|2|Expanded|안과|ophthalmology|眼科|eye, subject|안과 진료|ophthalmology treatment|안과에 가다|to go to the eye doctor|30000
188|7|1|Dialogue|일시|date and time|日時|day, time|공연 일시|performance date and time|일시를 확인하다|to check the date and time|30000
197|7|1|Expanded|상영관|theater|上映館|up, reflect, building|영화 상영관|movie theater|상영관을 선택하다|to choose a theater|30000
222|8|1|Dialogue|뜻대로|according to plan||meaning, according to|뜻대로 되다|to go as planned|뜻대로 안 돼요|it doesn't go as planned|30000
224|8|1|Expanded|과음|excessive drinking|過飮|exceed, drink|과음하지 마세요|don't drink excessively|과음했어요|I drank too much|30000
238|8|2|Dialogue|밤늦게|late at night||night, late|밤늦게까지 일하다|to work late into the night|밤늦게 들어왔어요|I came in late at night|30000
241|8|2|Expanded|운동부족|lack of exercise|運動不足|move, action, not, sufficient|운동부족이 문제다|lack of exercise is a problem|운동부족으로 살이 쪘어요|I gained weight from lack of exercise|30000
242|8|2|Expanded|근육이생기다|to develop muscles|筋肉이生기다|muscle, flesh, subject, arise, do|운동하면 근육이 생기다|muscles develop when you exercise|근육이 많이 생겼어요|I developed a lot of muscle|30000
243|8|2|Expanded|살이빠지다|to lose weight||flesh, subject, fall out, do|다이어트해서 살이 빠지다|to lose weight from dieting|살이 많이 빠졌어요|I lost a lot of weight|30000
244|8|2|Expanded|살이찌다|to gain weight||flesh, subject, become fat, do|요즘 살이 찌다|to gain weight these days|살이 많이 쪘어요|I gained a lot of weight|30000
245|8|2|Expanded|운동량이늘다|to have an increase in exercise amount|運動量이늘다|move, action, amount, subject, increase, do|운동량이 점점 늘다|exercise amount gradually increases|운동량이 많이 늘었어요|my exercise amount increased a lot|30000
246|8|2|Expanded|피로가쌓이다|to have an increase in fatigue|疲勞가쌓이다|tired, labor, subject, accumulate, do|일하면 피로가 쌓이다|fatigue accumulates from work|피로가 많이 쌓였어요|a lot of fatigue accumulated|30000
247|8|2|Expanded|피로가풀리다|to have less fatigue|疲勞가풀리다|tired, labor, subject, be released, do|쉬면 피로가 풀리다|fatigue is relieved when you rest|피로가 다 풀렸어요|all my fatigue is gone|30000
249|9|1|Dialogue|역무실|Station Office|驛務室|station, duty, room|역무실 위치|station office location|역무실로 가다|to go to the station office|30000
250|9|1|Dialogue|유실물센터|lost-and-found center|遺失物센터|leave behind, lose, thing, center|유실물센터 문의|lost-and-found center inquiry|유실물센터에 신고하다|to report to the lost-and-found|30000
252|9|1|Dialogue|어떡하다|what to do||how, do|어떡하지?|what should I do?|어떡해요?|what do we do?|30000
256|9|1|Expanded|비상벨|emergency bell|非常벨|not, normal, bell|비상벨을 누르다|to press the emergency bell|비상벨이 울리다|emergency bell rings|30000
260|9|1|Expanded|끼이다|to be jammed between||to be caught between|손이 끼이다|hand gets caught|끼였어요|it's jammed|30000
282|9|2|Expanded|신기다|to put on||to wear|신발을 신기다|to put shoes on someone|신겨 주세요|please put them on|30000
301|10|1|Dialogue|하긴|in fact||to do, indeed|하긴 그렇지|that's true indeed|하긴 그래요|indeed it is|30000
302|10|1|Expanded|겁을내다|to be afraid of||fear, object, take out, do|겁을 많이 내다|to be very afraid|겁을 내지 마세요|don't be afraid|30000
303|10|1|Expanded|겁이나다|to be scared||fear, subject, come out, do|갑자기 겁이 나다|to suddenly become scared|겁이 나요|I'm scared|30000
305|10|1|Expanded|시간이나다|to have time|時間이나다|time, interval, subject, come out, do|시간이 좀 나다|to have some time|시간 나면 연락해요|contact me when you have time|30000
306|10|1|Expanded|혼을내다|to scold||soul, object, take out, do|아이를 혼내다|to scold a child|혼내지 마세요|don't scold|30000
307|10|1|Expanded|혼이나다|to be scolded||soul, subject, come out, do|선생님께 혼이 나다|to be scolded by the teacher|혼났어요|I got scolded|30000
308|10|1|Expanded|화가나다|to be angry|火가나다|fire, subject, come out, do|너무 화가 나다|to be very angry|화가 나요|I'm angry|30000
309|10|1|Expanded|화를내다|to show one's anger|火를내다|fire, object, take out, do|친구에게 화를 내다|to get angry at a friend|화내지 마세요|don't get angry|30000
328|11|1|Dialogue|다행이다|to be a relief|多幸이다|many, fortunate, be|정말 다행이다|it's really a relief|다행이에요|that's fortunate|30000
344|11|2|Dialogue|템플스테이|temple stay||temple, stay|템플스테이 체험|temple stay experience|템플스테이를 하다|to do a temple stay|30000
348|11|2|Expanded|문화차이|cultural difference|文化差異|culture, change, difference|문화차이를 느끼다|to feel cultural differences|문화차이가 크다|cultural differences are big|30000
349|11|2|Expanded|문화체험|cultural experience|文化體驗|culture, change, body, experience|전통 문화체험|traditional cultural experience|문화체험을 하다|to have a cultural experience|30000
350|11|2|Expanded|생활방식|way of life|生活方式|life, live, method, style|다른 생활방식|different lifestyle|생활방식이 다르다|lifestyles are different|30000
353|11|2|Expanded|홈스테이|homestay||home, stay|홈스테이 가족|homestay family|홈스테이를 하다|to do a homestay|30000
354|12|1|Dialogue|군데|a place||place|한 군데|one place|몇 군데|a few places|30000
355|12|1|Dialogue|안내서|brochure|案內書|plan, inside, book|여행 안내서|travel brochure|안내서를 보다|to look at a brochure|30000
390|13|1|Dialogue|그다지|not very||that, much|그다지 좋지 않아요|not very good|그다지 비싸지 않아요|not very expensive|30000
393|13|1|Dialogue|최신|the newest|最新|most, new|최신 제품|newest product|최신 버전이에요|it's the latest version|30000
401|13|2|Dialogue|택배비|delivery fee|宅配費|house, deliver, fee|택배비 무료|free delivery|택배비가 비싸요|the delivery fee is expensive|30000
412|14|1|Dialogue|밤새|all night||night, throughout|밤새 공부하다|to study all night|밤새 못 잤어요|I couldn't sleep all night|30000
419|14|1|Dialogue|국제교류|international exchange|國際交流|country, boundary, exchange, flow|국제교류 행사|international exchange event|국제교류를 하다|to do international exchange|30000
420|14|1|Dialogue|문화교류|cultural exchange|文化交流|culture, change, exchange, flow|문화교류 프로그램|cultural exchange program|문화교류가 활발해요|cultural exchange is active|30000
422|14|1|Dialogue|초청장|invitation|招請狀|call, invite, document|초청장을 받다|to receive an invitation|초청장을 보내다|to send an invitation|30000
431|14|2|Dialogue|근데|but||but|근데 말이야|but you know|근데 왜 그래?|but why?|30000
433|14|2|Dialogue|웃어른|elder||upper, person|웃어른께 인사하다|to greet elders|웃어른을 공경하다|to respect elders|30000
455|15|2|Dialogue|구인광고|job opening advertisement|求人廣告|seek, person, wide, announce|구인광고를 보다|to look at job ads|구인광고를 내다|to post a job ad|30000
458|15|2|Dialogue|또는|or|또는|or|커피 또는 차|coffee or tea|또는 다른 방법|or another way|30000
460|15|2|Dialogue|경력자|experienced individual|經歷者|pass, history, person|경력자 우대|preference for experienced individuals|경력자를 찾아요|looking for experienced people|30000
461|15|2|Dialogue|근무조건|employment conditions|勤務條件|diligent, work, condition, item|근무조건이 좋다|the employment conditions are good|근무조건을 확인하다|to check employment conditions|30000
474|16|1|Dialogue|몰래|secretly||secretly|몰래 보다|to look secretly|몰래 나갔어요|I went out secretly|30000
476|16|1|Dialogue|고집이세다|to be stubborn||stubborn, strong|고집이 센 사람|a stubborn person|고집이 너무 세요|you're too stubborn|30000
477|16|1|Dialogue|낯을가리다|to be uncomfortable around strangers||face, distinguish|아기가 낯을 가리다|the baby is shy around strangers|낯을 많이 가려요|I'm very shy around strangers|30000
478|16|1|Dialogue|상대방에게맞추다|to be accommodating|相對方에게맞추다|mutual, opposite, side, fit|상대방에게 맞추는 성격|an accommodating personality|상대방에게 맞춰 줘요|I accommodate others|30000
479|16|1|Dialogue|솔직히말하다|to be honest; to speak frankly|率直히말하다|lead, straight, -ly, speak|솔직히 말하면|to be honest|솔직히 말해 주세요|please speak frankly|30000
480|16|1|Dialogue|잔소리가많다|to nag a lot||nagging, many|엄마는 잔소리가 많다|mom nags a lot|잔소리가 너무 많아요|you nag too much|30000
481|16|1|Dialogue|해결책을찾다|to find a solution|解決策을찾다|solve, decide, plan, find|문제의 해결책을 찾다|to find a solution to the problem|해결책을 찾았어요|I found a solution|30000
497|17|1|Dialogue|복사기|copy machine|複寫機|duplicate, copy, machine|복사기를 사용하다|to use a copy machine|복사기가 고장났어요|the copy machine is broken|30000
507|17|1|Dialogue|후회스럽다|to be regrettable|後悔스럽다|after, regret, -like|후회스러운 일|regrettable thing|후회스러워요|I feel regretful|30000
516|17|2|Dialogue|거절을당하다|to be refused|拒絶을當하다|resist, cut, bear, do|고백을 거절당하다|to be refused a confession|거절당했어요|I was rejected|30000
517|17|2|Dialogue|돌려서말하다|to say something indirectly||turn, speak|돌려서 말하지 마세요|don't speak indirectly|돌려서 말했어요|I said it indirectly|30000
518|17|2|Dialogue|직접적으로말하다|to say something directly|直接的으로말하다|straight, connect, -ly, speak|직접적으로 말하는 게 좋아요|it's better to speak directly|직접적으로 말했어요|I said it directly|30000
519|18|1|Dialogue|맛집|highly recommended restaurant||taste, house|유명한 맛집|famous restaurant|맛집을 찾다|to look for a good restaurant|30000
525|18|1|Dialogue|번개모임|unplanned get-together||lightning, meeting|번개모임을 하다|to have an unplanned meeting|번개모임 어때요?|how about an impromptu meeting?|30000
527|18|1|Dialogue|온라인동호회|online club|オン라인同好會|same, like, meeting|온라인 동호회 활동|online club activities|온라인 동호회에 가입하다|to join an online club|30000
529|18|1|Dialogue|정기모임|regular meeting|定期會議|regular, period, meet, discuss|정기모임 날짜|regular meeting date|정기모임을 갖다|to have a regular meeting|30000
538|18|2|Dialogue|이대로|in this state; like this||this, state|이대로 가다|to go like this|이대로 괜찮아요|it's okay like this|30000
539|18|2|Dialogue|적어도|at least|至少|reach, few|적어도 한 시간|at least one hour|적어도 해 보세요|at least try it|30000
542|18|2|Dialogue|부주의하다|to be careless|不注意하다|not, pour, meaning, do|부주의한 실수|careless mistake|부주의했어요|I was careless|30000
544|18|2|Dialogue|불합격하다|to fail|不合格하다|not, fit, qualify, do|시험에 불합격하다|to fail an exam|불합격했어요|I failed|30000
550|19|1|Dialogue|인원수|the number of people|人員數|person, member, number|인원수를 확인하다|to check the number of people|인원수가 많아요|the number of people is large|30000
552|19|1|Dialogue|연날리기|flying a kite|鳶날리기|kite, fly|연날리기 대회|kite flying contest|연날리기를 하다|to fly a kite|30000
557|19|1|Dialogue|비기다|to be tied||tie|경기가 비기다|the game is tied|비겼어요|it's a tie|30000
560|19|2|Dialogue|삼삼오오|in small groups|三三五五|three, three, five, five|삼삼오오 모이다|to gather in small groups|삼삼오오 걸어가요|walking in small groups|30000
562|19|2|Dialogue|여가|leisure|餘暇|leftover, free time|여가 시간|leisure time|여가를 즐기다|to enjoy leisure|30000
568|19|2|Expanded|다다익선|the more the better|多多益善|many, many, benefit, good|다다익선이에요|the more the better|다다익선이죠|it's the more the better, right?|30000
569|19|2|Expanded|동문서답|incoherent reply|東問西答|east, ask, west, answer|동문서답을 하다|to give an incoherent reply|동문서답이네요|that's an incoherent answer|30000
571|19|2|Expanded|이심전심|tacit understanding|以心傳心|with, heart, transmit, heart|이심전심으로 통하다|to understand through tacit understanding|이심전심이에요|it's a tacit understanding|30000
573|19|2|Expanded|횡설수설|gibberish|橫說豎說|horizontal, speak, vertical, speak|횡설수설하다|to talk gibberish|횡설수설하네요|you're talking gibberish|30000
586|20|1|Expanded|카센터|auto repair center||car, center|카센터에 가다|to go to an auto repair center|카센터에 맡겼어요|I left it at the auto repair center|30000
587|20|1|Expanded|커닝|cheating||cunning|커닝하다|to cheat|커닝하지 마세요|don't cheat|30000
593|20|1|Expanded|블루투스|Bluetooth||Bluetooth|블루투스로 연결하다|to connect via Bluetooth|블루투스 켜다|to turn on Bluetooth|30000
595|20|1|Expanded|아이쇼핑|window shopping||eye, shopping|아이쇼핑하다|to window shop|아이쇼핑만 했어요|I just window shopped|30000
597|20|1|Expanded|엠티|MT||membership training|엠티 가다|to go on MT|엠티 언제예요?|when is the MT?|30000
599|20|1|Expanded|오픈카|convertible||open, car|오픈카를 타다|to ride in a convertible|오픈카 드라이브|convertible drive|30000
611|20|2|Dialogue|성적증명서|transcript|成績證明書|achieve, record, prove, clear, book|성적증명서를 발급받다|to get a transcript issued|성적증명서가 필요해요|I need a transcript|30000
612|20|2|Dialogue|실생활정보|information for daily life|實際生活情報|real, actual, life, live, emotion, report|실생활 정보 제공|providing information for daily life|실생활 정보가 유용해요|information for daily life is useful|30000
613|20|2|Dialogue|외국인등록증|foreigner registration card|外國人登錄證|outside, country, person, climb, record, evidence|외국인 등록증 발급|foreigner registration card issuance|외국인 등록증을 만들다|to make a foreigner registration card|30000
614|20|2|Dialogue|입학정보|enrollment information|入學情報|enter, study, emotion, report|입학 정보 안내|enrollment information guidance|입학 정보를 확인하다|to check enrollment information|30000
615|20|2|Dialogue|재학증명서|proof of enrollment|在學證明書|be, study, prove, clear, book|재학증명서를 발급받다|to get proof of enrollment issued|재학증명서가 필요해요|I need proof of enrollment|30000
616|20|2|Dialogue|졸업증명서|diploma|卒業證明書|finish, work, prove, clear, book|졸업증명서를 받다|to receive a diploma|졸업증명서를 제출하다|to submit a diploma|30000
